perm1__real0,perm1__real1,perm1__real2,perm1__real3,perm1__real4
-0.708704,0.0410945,-1.42832,-0.364301,0.0791232
-0.784098,0.284117,-1.50908,-0.71448,0.27541
-0.765016,0.423428,-1.18448,-0.48597,0.103389
-0.572171,0.33021,-0.82479,-0.527297,-0.151993
-0.711029,0.369356,-0.782386,-0.572215,0.00647716
-0.920521,0.262258,-0.538048,-0.273081,0.167741
-0.73656,0.114471,-0.665082,-0.380606,0.137229
-0.583017,0.0614395,-0.462868,-0.302521,0.118979
-0.26786,0.0975353,-0.48153,-0.437194,0.31343
-0.323712,-0.0465755,-0.422628,-0.473861,-0.0209461
-0.380943,-0.0550878,-0.353287,-0.420264,-0.0326862
-0.341704,0.174473,-0.103493,-0.333593,-0.255949
-0.340776,0.0828949,-0.193574,-0.376104,0.0355694
-0.114073,-0.00882417,0.151833,-0.484539,0.258613
-0.354079,-0.0781246,0.0188163,-0.330701,-0.00380546
-0.0436127,-0.245705,0.448199,-0.388984,-0.129234
-0.0728116,-0.133705,0.432219,-0.491514,-0.120985
0.210167,0.185519,0.404631,-0.342129,-0.0881633
-0.099762,0.315867,0.415956,-0.212804,0.0546928
-0.373794,0.198746,0.385477,-0.294118,0.227407
-0.215416,0.482029,0.356943,0.000305698,0.205631
-0.319977,0.21824,0.27754,0.0522527,0.349189
-0.631179,0.388644,0.445805,-0.193254,0.67413
-0.57625,0.476373,0.293093,-0.0217286,0.440491
-0.570995,0.713815,0.32087,0.0170215,0.351391
-0.545358,0.443041,0.113394,-0.0812484,0.747433
-0.619143,0.310617,0.410832,-0.0146254,0.893262
-0.590192,0.155727,0.483601,0.196806,0.941572
-0.645635,-0.0417182,0.330375,0.559155,1.0345
-0.626707,-0.281726,0.700266,0.719279,0.761905
-0.733907,-0.169893,1.01225,0.496403,0.882474
-0.45462,0.142119,0.853418,0.336932,0.839638
-0.260979,-0.0100702,0.720137,0.0705129,0.655919
-0.247829,0.0433785,0.758396,0.143575,0.671116
-0.458757,0.343685,0.901445,0.378515,0.485612
-0.719126,0.493234,0.751385,-0.0237797,0.637859
-0.431722,0.568223,0.799309,0.181908,0.684002
-0.214416,0.503391,0.783929,0.402465,0.767415
-0.370968,0.497172,0.948726,0.307388,0.716048
-0.378733,0.693067,0.736166,0.389572,0.713504
-0.381386,0.629477,0.596892,0.404554,0.506299
-0.619883,0.660765,0.393279,0.327299,0.484179
-0.408869,0.910521,0.49077,0.272163,0.440508
-0.437229,1.01048,0.0611892,0.162986,0.0424424
-0.310271,0.618751,0.343195,-0.109838,0.159485
-0.565032,0.381404,0.235062,-0.0957094,0.394835
-0.462554,0.626544,-0.316472,-0.242484,0.329368
-0.412584,0.649216,-0.09934,-0.382569,0.311867
-0.463971,0.663458,-0.304159,-0.471213,0.131748
-0.124352,0.668003,-0.208412,-0.590671,0.467306
0.0144802,0.585134,-0.294469,-0.659709,-0.00362554
-0.0742947,0.375328,-0.103225,-0.673476,0.262673
0.0602738,0.294193,-0.012176,-0.579983,0.307467
0.276091,-0.130905,-0.027011,-0.799692,0.182327
0.0956457,0.184609,-0.112188,-0.895184,0.0727518
-0.0146959,-0.0369897,-0.718747,-1.25793,-0.109837
-0.142167,-0.0201983,-0.513553,-1.19809,0.00758293
-0.0818444,-0.116104,-0.379001,-1.04035,0.00498296
0.224115,0.377058,-0.540643,-0.967082,0.167456
0.405757,0.194785,-0.362822,-0.821367,0.36044
0.664982,0.25484,-0.378685,-0.535617,0.443305
0.665458,0.309838,-0.518914,-0.382282,0.619614
0.852351,0.589539,-0.390182,-0.49893,0.65669
1.10566,0.653072,-0.264566,-0.473508,0.541464
0.943312,0.891829,-0.596535,-0.487183,0.651574
1.10201,0.619886,-0.644696,-0.881751,0.668645
1.15204,0.848163,-0.534719,-0.760967,0.831059
1.11679,0.92345,-0.709609,-0.688172,0.702529
1.22373,1.02912,-0.557208,-0.606492,0.607574
0.9245,1.05136,-0.707877,-0.371719,0.385016
0.983043,1.36458,-0.683034,-0.175446,0.399319
0.67406,1.40598,-0.472818,-0.454956,0.516367
0.801798,1.45573,-0.79789,-0.209794,0.550879
0.648122,1.01497,-0.500164,-0.248263,0.445926
0.662989,1.14272,-0.389369,-0.259189,0.488695
0.516029,0.976866,-0.591963,-0.203648,0.323413
0.728224,1.10895,-0.41904,0.19821,0.600292
0.519115,1.0116,-0.238903,-0.0629992,0.660245
0.491679,1.41023,0.0651954,0.14615,0.303032
0.445827,1.4568,-0.0573892,0.33089,0.169477
0.714832,1.29609,-0.120881,0.423597,-0.233617
0.297587,1.42398,0.203389,0.547555,-0.634126
0.655074,1.3549,0.0722553,0.603272,-0.487196
0.530747,1.60155,0.166156,0.472497,-0.0236252
0.533543,1.67548,0.18788,0.567397,-0.0444764
0.479689,1.44194,0.0182433,0.659184,0.220778
0.626706,1.5229,0.385228,0.669833,0.0371309
0.285591,1.44375,0.00626352,0.501451,0.210093
0.343199,1.59406,0.350053,0.198837,0.25882
0.447932,1.55847,0.470968,0.19316,0.282374
0.675777,1.51535,0.410878,0.0624441,0.245618
0.656044,1.65544,0.464606,-0.117057,0.227217
0.582404,1.56162,0.187046,-0.406259,0.165212
0.376453,1.56961,0.634921,-0.313021,0.0441621
0.485098,1.58439,0.508952,-0.237888,-0.0904938
0.471554,1.3636,0.287598,-0.184792,-0.0772105
0.119465,1.57656,0.611296,-0.214218,0.170272
0.063651,1.58588,0.676742,-0.185271,0.198154
0.200815,1.53647,0.897277,-0.166013,0.340563
-0.353511,1.37778,0.534398,-0.405778,0.532813
-0.437368,1.34839,0.662237,-0.165025,0.684655
-0.387335,1.41626,0.613437,-0.57574,0.521898
-0.3261,1.40044,0.617567,-0.629682,0.562637
-0.652269,1.35606,0.527465,-0.519276,0.33646
-0.455217,1.47631,0.428897,-0.425843,0.324518
-0.558924,1.38,0.413374,-0.518297,0.311216
-0.492429,1.14744,0.144307,-0.670412,0.111811
-0.461777,1.22559,0.203028,-0.468123,0.150887
-0.369565,1.16841,0.225071,-0.492978,0.0928973
-0.493595,1.02085,0.499769,-0.391862,0.0869448
-0.372231,0.914031,0.471999,-0.165282,0.138328
-0.532894,1.06806,0.711671,-0.367173,0.101891
-0.31713,1.27771,0.46077,-0.358772,0.171784
-0.345411,1.069,0.68066,-0.548516,0.0524657
-0.467228,0.736655,0.569092,-0.0365456,0.135713
-0.271162,0.563675,0.175167,-0.0771308,0.212511
-0.314078,0.971507,0.310629,0.12721,0.187935
-0.341451,1.07518,0.248127,0.147828,0.321182
-0.245995,0.998792,-0.0777774,0.118991,0.274043
-0.326204,0.86302,-0.266405,-0.00474253,0.0192841
-0.379776,0.854859,-0.341293,-0.294747,0.127256
-0.381957,0.805538,-0.18647,-0.486479,0.247575
-0.530988,0.973604,-0.0694499,-0.451666,0.332115
-0.322295,0.787785,-0.15867,-0.373263,0.138929
-0.576601,1.03123,-0.158757,-0.158663,0.0724732
-0.533094,0.774067,-0.254728,-0.308792,0.236991
-0.695974,0.755612,-0.165924,-0.311295,0.265379
-1.06603,0.675136,-0.139239,-0.262969,0.352973
-0.834942,0.956688,-0.0140761,0.00606924,0.242955
-0.995292,0.909131,-0.188575,0.0667418,0.576568
0.183072,-0.0646833,-0.556585,-1.74198,0.510638
0.0588045,-0.151076,-0.256289,-1.66762,0.681756
-0.0979545,-0.153333,-0.132231,-1.64997,0.489371
0.0559889,-0.207443,-0.0489773,-1.5153,0.358339
0.0724023,-0.038216,0.209886,-1.43553,0.171987
0.243562,-0.0409593,-0.0957956,-1.18168,0.0768899
0.214197,0.0408067,-0.143117,-1.33926,-0.0342903
0.175997,-0.0912072,-0.146508,-1.11059,-0.236553
-0.178831,0.0450166,0.0402031,-0.879025,0.218656
-0.0341092,0.251137,0.104257,-0.914798,0.171207
0.0624392,0.28108,0.0415977,-0.666139,0.0619755
0.114473,0.274972,0.209851,-0.64796,0.0617233
-0.195509,0.26989,0.0223685,-0.610132,0.230299
0.176792,0.0923919,0.219442,-0.799767,0.392436
0.18423,0.197477,0.324142,-0.903405,0.690678
0.335611,0.461245,0.649398,-0.555239,0.538008
0.383793,0.824268,0.900634,-0.715164,0.18809
0.26457,0.815277,0.624057,-0.645834,0.357676
0.295585,0.459033,0.927776,-0.74624,0.151892
0.476351,0.677238,1.07312,-0.502346,-0.352086
0.32031,0.350678,0.667994,-0.679458,-0.364849
0.341244,0.1698,0.732158,-0.630147,-0.310664
0.120649,0.0816896,0.304909,-0.153113,-0.282671
0.400002,-0.290433,0.402775,-0.181087,-0.102554
0.337381,-0.0963242,-0.0358183,0.000250773,-0.355561
0.589204,0.176864,0.362199,-0.00485317,-0.415342
0.51426,0.197476,0.249111,0.0202904,-0.429872
0.875224,0.222778,0.384408,-0.0429025,-0.42737
0.738106,0.0717028,0.580512,-0.200629,-0.415386
0.620184,0.289258,0.575449,0.269161,-0.621727
0.694879,0.274429,0.314707,-0.245034,-0.562249
0.553113,0.175622,0.206591,0.00833273,-0.740816
0.676815,0.186778,0.300232,0.0872567,-0.70454
0.903743,0.446581,0.218863,0.132919,-0.571042
1.08232,-0.00561157,0.0593187,0.107884,-0.940397
0.800471,-0.0442929,0.00807409,-0.0873227,-0.771207
0.773025,-0.283013,-0.227073,-0.0965081,-0.629134
0.635868,-0.55791,-0.0621937,-0.273185,-0.677184
0.949561,-0.472564,-0.0642584,-0.175868,-0.66825
0.833324,-0.314023,-0.285654,0.0129525,-0.628993
0.628114,-0.549845,-0.192529,0.250718,-0.635861
0.539164,-0.383653,-0.229932,-0.162043,-0.522214
0.408399,-0.343231,-0.438828,-0.291039,-0.286315
0.176255,-0.288992,-0.435809,-0.0468802,-0.0415718
0.114313,-0.192164,-0.449213,-0.105371,-0.0582472
0.330823,-0.127329,-0.262953,0.095582,-0.0419477
0.357,-0.0468593,-0.388142,0.124858,0.01931
0.144402,0.0470393,-0.221453,-0.0480634,-0.0436074
0.433092,-0.0123315,-0.211517,0.215218,-0.29016
0.261114,0.139527,0.0180113,0.182492,-0.196547
0.32888,0.333446,0.0582156,0.325893,-0.067104
0.108251,0.773356,-0.272246,0.199811,0.0653351
0.198543,0.46011,-0.117697,0.0780032,0.0488945
0.132088,0.275039,0.0702918,-0.0509899,-0.0843627
0.572494,0.636045,-0.109044,-0.145046,-0.233049
0.290596,0.652337,0.0924069,-0.144323,-0.216796
0.0935483,0.326135,0.281011,-0.175434,-0.295101
0.472667,0.165495,0.256721,-0.0639779,-0.417385
0.42385,-0.12444,0.306582,-0.114636,-0.425081
0.31531,0.000497042,0.26381,0.119553,-0.492739
0.494849,-0.0432039,0.158014,-0.153113,-0.167254
0.588464,-0.103287,0.0317118,-0.171685,-0.27922
0.369897,-0.205408,0.266758,-0.084107,-0.292565
0.56981,-0.0213925,0.210493,-0.165267,-0.0710679
0.454677,-0.194043,0.11967,-0.120347,-0.0378454
0.644923,-0.547459,-0.00116952,-0.202803,-0.375247
0.621846,-0.608172,-0.0912835,0.124585,-0.19872
0.159577,-0.422367,-0.227227,-0.270102,-0.194662
0.0758468,-0.729064,-0.354256,0.00419297,-0.253796
0.045007,-0.852103,-0.652453,0.110597,-0.40242
0.00734441,-0.960619,-0.837783,0.00978528,-0.246432
-0.462174,-1.1063,-0.780138,-0.0075833,-0.176153
-0.39945,-1.23033,-0.833382,-0.236084,0.0342965
-0.376571,-0.942004,-0.885889,-0.422078,0.125419
-0.551418,-1.05331,-0.90573,-0.347185,0.167766
-0.35909,-0.831702,-1.05566,-0.0568884,-0.0244857
-0.38219,-0.921022,-1.01993,-0.0172927,0.00624482
-0.579507,-0.859583,-1.11926,-0.194557,-0.00440876
-0.590046,-0.587294,-1.21882,-0.259031,0.0190387
-0.890951,-0.628306,-1.3499,-0.241181,0.104633
-0.812693,-0.839517,-1.41199,0.0104493,-0.104792
-0.734231,-1.16852,-1.43675,-0.136673,-0.122151
-0.696936,-0.949084,-1.16699,0.0543288,-0.206223
-0.693,-0.629771,-0.8982,-0.263744,-0.412039
-0.53209,-0.534292,-0.459019,-0.340988,-0.377805
-0.433562,-0.747781,-0.468192,-0.529195,-0.331026
-0.771163,-0.449607,-0.636415,-0.318936,-0.222448
-0.601007,-0.622825,-0.62256,-0.340476,-0.438691
-0.680293,-0.277377,-0.694633,-0.459342,-0.329037
-0.822445,-0.221433,-0.825072,-0.505043,-0.249237
-1.03036,-0.161572,-0.570383,-0.368554,-0.167774
-0.674771,-0.0308925,-0.872267,-0.651071,-0.313679
-0.492434,0.0189293,-0.717086,-0.594741,-0.209944
-0.582271,-0.167191,-0.603071,-0.843422,-0.170226
-0.739796,-0.218419,-0.560149,-0.707527,-0.194257
-0.277745,-0.152426,-0.794964,-0.447231,0.0267499
-0.198521,-0.0753044,-0.646672,-0.507058,-0.224111
-0.258296,-0.267066,-1.06545,-0.469475,-0.160058
-0.270989,-0.48907,-1.01398,-0.30607,0.0984956
-0.0635809,-0.64216,-1.17528,-0.466467,0.133085
-0.140566,-0.940068,-1.30903,-0.276596,-0.0361099
-0.108335,-0.859506,-1.23192,-0.409961,-0.167166
-0.348063,-1.03928,-1.13855,-0.499503,-0.061298
-0.437694,-1.04878,-1.03321,-0.280941,-0.121357
-0.412141,-1.18397,-0.96715,-0.320189,-0.317676
-0.227361,-1.09276,-1.29656,-0.213552,-0.38826
-0.243312,-0.660463,-1.32176,-0.14453,-0.437647
-0.242717,-0.595066,-1.28002,-0.223648,-0.0581003
-0.130846,-0.901091,-1.19862,-0.174278,-0.576894
0.0134801,-1.1651,-1.15921,-0.170128,-0.427576
-0.216933,-1.0913,-1.32786,0.0273022,-0.448732
-0.101271,-0.834199,-1.16547,0.295736,-1.07176
-0.116999,-0.93216,-1.20166,0.17421,-0.729264
-0.382782,-0.572047,-1.10181,0.17234,-0.692063
-0.249918,-1.00546,-1.33201,-0.0309789,-0.645429
-0.231499,-0.838006,-1.25277,-0.19476,-0.217076
-0.524992,-0.558278,-1.51838,-0.229099,-0.359887
-0.467739,-0.568454,-1.51023,-0.44618,-0.0295282
-0.330813,-0.258784,-1.39435,-0.187552,-0.270229
-0.0608224,-0.265651,-1.72004,-0.253869,-0.0648062
-0.344489,-0.511243,-1.44796,-0.480498,0.0182359
-0.0239811,-0.290006,-1.41551,-0.479718,-0.000727979
-0.188896,-0.278763,-1.52498,-0.465423,-0.353199
-0.145012,-0.107492,-1.64,-0.470161,0.331767
-0.319776,-0.19109,-1.32003,-0.419612,0.206463
-0.638285,0.059112,-1.22654,-0.580662,0.404729
-0.535266,0.379247,-1.43371,-0.720962,0.175809
-0.798432,0.286151,-1.54718,-0.678147,0.200349
-0.968149,0.563165,-1.40606,-0.665411,0.188295
-0.726194,0.249235,-0.974142,-0.67802,-0.180483
-0.515422,0.0434405,-0.975463,-0.388757,0.115985
-1.07785,0.183133,-0.670007,-0.624187,0.121913
-0.575749,0.117373,-0.269243,-0.324916,-0.234063
-0.655903,0.112699,-0.529455,-0.390505,0.247636
-0.177437,-0.0412692,-0.433799,-0.455616,-0.0589337
-0.421372,-0.208056,-0.46458,-0.271763,-0.222697
-0.319838,-0.0728706,-0.431999,-0.0173752,0.104448
-0.266067,-0.09415,-0.341645,-0.367957,0.068213
-0.0787697,-0.257548,-0.0305096,-0.506799,0.0462216
-0.263963,-0.157082,-0.168108,-0.102721,0.111263
-0.234038,-0.111377,0.119677,-0.527916,0.177354
-0.0281771,-0.162761,0.272825,-0.388665,-0.120309
-0.07916,-0.0974969,0.551815,-0.231411,-0.103248
-0.0560197,0.124687,0.266847,-0.473727,0.149413
-0.0548492,0.0914471,0.566355,-0.155266,-0.193085
-0.262302,0.10837,0.447422,-0.134896,0.220062
-0.221214,0.240954,0.365234,0.0472647,0.131023
-0.280758,0.301286,0.524479,0.0242785,0.428206
-0.602414,0.280864,0.564144,-0.230681,0.288826
-0.352659,0.196003,0.471774,0.133855,0.621811
-0.588673,0.31042,0.278655,-0.23312,0.444426
-0.460271,0.238017,0.271579,-0.202792,0.773495
-0.530659,0.0633289,0.34577,-0.101225,0.825998
-0.558694,0.567047,0.36175,0.256956,0.961304
-0.286827,0.269158,0.428153,0.557112,0.725255
-0.486916,0.150498,0.582473,0.459119,0.963709
-0.688378,0.19699,0.803229,0.726131,1.29439
-0.282778,0.0490539,0.860985,0.335839,0.988374
-0.124263,0.0490806,0.664272,0.24196,1.00144
-0.207643,-0.191729,0.910597,0.212565,0.876918
-0.252364,0.0902368,1.01644,0.246779,0.790248
-0.291777,0.494404,0.703073,0.266945,0.530383
-0.221033,0.688704,0.590057,0.346594,0.75844
-0.30749,0.599663,0.908242,0.348808,0.804593
-0.499215,0.654715,0.969848,0.47522,0.796083
-0.531634,0.570814,0.687831,0.420375,0.89556
-0.393654,0.513611,0.537756,0.212037,0.659842
-0.337842,0.600468,0.416215,0.308469,0.521847
-0.28732,0.695044,0.516987,-0.0739138,0.4692
-0.337941,0.472746,0.178986,-0.223196,0.477833
-0.621583,0.569811,0.114238,-0.0833279,0.260409
-0.554999,0.423333,0.177014,-0.24099,0.369704
-0.509413,0.65656,-0.162986,-0.461951,0.471046
-0.594702,0.690648,-0.0365716,-0.565835,0.302684
-0.493615,0.740716,-0.119341,-0.427584,0.245935
-0.223085,0.718988,-0.176209,-0.747526,0.183761
-0.154751,0.638569,-0.269246,-0.485002,0.280374
-0.126017,0.534517,-0.105324,-0.489753,0.357422
0.047348,0.189127,-0.076367,-0.513443,0.0469471
-0.0962958,-0.176907,-0.0803312,-0.509443,0.0248617
0.0851192,0.145944,-0.10587,-0.544479,-0.0522545
0.0648668,-0.0882157,-0.352715,-1.10761,-0.177187
-0.255486,0.152828,-0.575981,-1.01754,-0.280103
0.276629,0.169982,-0.480174,-0.9149,0.0279004
0.389139,0.242279,-0.68571,-0.764254,0.0745531
0.493168,0.0576445,-0.393728,-0.948141,0.102699
0.766933,0.313975,-0.462911,-0.77312,0.247891
0.436947,0.279823,-0.667439,-0.63822,0.427625
0.870448,0.611695,-0.81002,-0.484424,0.699253
1.23702,0.546962,-0.577386,-0.639829,0.485426
1.26767,0.953068,-0.730213,-0.781495,0.976985
1.13565,0.691725,-0.724436,-0.79765,0.754063
1.18069,0.813921,-0.579775,-0.868669,0.870694
1.28527,1.01294,-0.562029,-0.754534,0.37986
1.15872,1.2658,-0.281414,-0.365643,0.482388
1.09168,1.26794,-0.334889,-0.218145,0.144215
0.577519,1.30942,-0.580052,-0.291658,0.353472
0.826643,1.55564,-0.696557,-0.38311,0.636351
1.03671,1.1346,-0.682777,-0.0979926,0.313145
0.784562,1.21887,-0.432988,-0.440412,0.479184
0.610657,1.27154,-0.542907,-0.0461866,0.564036
0.696574,1.28581,-0.186028,0.00245316,0.536775
0.586955,1.40932,-0.357804,0.252582,0.471971
0.762429,0.97571,-0.217198,0.136483,0.541875
0.73645,1.08017,-0.120032,0.228014,0.219832
0.693486,1.31744,0.130166,0.287296,0.213655
0.827099,1.55691,0.349181,0.289217,-0.0368209
0.785552,1.50326,0.312163,0.493707,-0.399119
0.691388,1.52152,0.15567,0.650228,-0.50068
0.732778,1.41664,-0.0641699,0.868624,-0.0755005
0.621724,1.67406,0.0999072,0.912393,-0.19242
0.536779,1.27229,0.21536,0.690173,-0.18819
0.794935,1.37516,0.291776,0.81646,0.121921
0.238087,1.46278,0.107386,0.569244,0.169354
0.202656,1.58712,0.332433,0.308799,0.123786
0.730077,1.52325,0.527865,0.097692,0.115962
0.660091,1.70674,0.365336,-0.135848,0.146314
0.803802,1.7678,0.518251,-0.132781,0.0141731
0.75305,1.69846,0.440734,-0.317549,-0.114793
0.459664,1.71246,0.566511,-0.395734,0.0857098
0.607008,1.34956,0.345009,-0.440995,-0.00289634
0.50115,1.41446,0.306576,-0.396185,-0.0792133
0.300416,1.80047,0.556953,-0.183315,-0.0556073
0.254734,1.71897,0.676578,-0.26569,0.195212
0.0932983,1.51132,0.624988,-0.123572,0.472763
-0.413077,1.47027,0.588936,-0.239697,0.610716
-0.385042,1.42974,0.573455,-0.435012,0.751006
-0.482831,1.55096,0.718264,-0.452577,0.545503
-0.394717,1.4816,0.964626,-0.30244,0.378602
-0.462787,1.4466,0.849721,-0.152276,0.535146
-0.599847,1.59839,0.512821,-0.727758,0.393553
-0.394587,1.28375,0.402371,-0.393061,0.412535
-0.448108,1.05852,0.0289973,-0.452117,0.362443
-0.410662,1.03865,0.346576,-0.784106,0.209229
