perm1__real0,perm1__real1,perm1__real2,perm1__real3,perm1__real4
-0.0283633,-0.288097,0.53597,-0.939194,-0.231957
-0.183523,-0.0209357,0.59786,-0.680763,-0.267619
-0.271105,-0.579281,0.604267,-0.357023,-0.229519
-0.363164,-0.364359,1.01722,-0.318473,-0.335302
-0.378531,-0.560818,0.929156,-0.393989,-0.361925
0.0729578,-0.492493,0.749139,-0.182925,-0.361513
-0.0245013,-0.540686,0.856804,-0.305772,-0.459331
0.0560355,-0.571715,0.673863,-0.264618,-0.369959
0.0327714,-0.332247,0.892941,-0.181705,-0.519653
0.256906,-0.566154,0.874355,-0.0327466,-0.640453
0.0822802,-0.348302,1.05986,-0.25609,-0.401767
-0.0871019,-0.648234,0.604882,-0.142268,-0.308164
-0.299137,-0.255688,0.88386,0.0991106,-0.486639
-0.166866,-0.336702,0.834205,-0.0163753,-0.44142
-0.40691,-0.263933,0.641165,0.214093,-0.326962
-0.511887,-0.201244,0.736705,-0.0223792,-0.0154485
-0.524952,-0.172492,0.82697,0.0465254,-0.302138
-0.658977,-0.347459,0.615136,-0.156701,-0.295696
-0.77725,-0.319119,0.857237,-0.0454404,-0.234528
-0.466885,-0.182303,0.840542,0.162493,-0.439745
-0.630297,-0.0665774,0.54519,0.0360274,-0.644894
-0.344286,0.166163,0.776244,0.512621,-0.459061
0.0752755,0.0739873,0.429888,0.573506,-0.599826
-0.269653,0.220141,0.656192,0.477208,-0.630813
-0.258114,0.0878045,0.340771,0.669436,-0.760373
-0.125114,-0.0337547,0.268967,0.438382,-0.660614
-0.155176,0.0316707,0.515636,0.496861,-0.50014
-0.00462866,0.00552991,0.524834,0.305693,-0.561468
-0.00124507,0.248756,0.370833,0.45595,-0.66799
-0.23407,0.20156,0.480332,0.61674,-0.177946
-0.705426,0.367063,0.570017,0.423015,-0.436435
-0.416084,0.463792,0.595449,0.265817,-0.34027
-0.439801,0.369049,0.611218,0.199892,-0.6968
0.0174969,0.0584283,0.640845,0.494328,-0.332949
0.277074,0.144764,0.404358,0.293335,-0.359247
0.526824,0.113337,-0.0126346,0.128276,-0.0873299
0.304705,0.429734,0.526963,0.317293,0.0298723
0.337579,0.296126,0.104649,0.104707,0.276484
0.189695,0.19654,0.00308113,0.0486697,-0.0293159
-0.0630564,0.332202,-0.185479,0.0623239,-0.00377553
0.000285122,0.112588,0.0586482,0.0460798,-0.0141604
-0.0379117,0.263527,-0.25424,-0.0256423,0.232172
-0.323973,-0.0811764,-0.610455,-0.274827,0.222769
-0.253767,-0.192724,-0.686562,-0.272264,0.401196
-0.14741,-0.321301,-0.573016,-0.0689937,0.0371098
-0.397729,-0.0848149,-0.813942,-0.0906213,0.300561
-0.508375,-0.306051,-0.684893,-0.359841,-0.00128363
-0.390761,-0.176444,-0.450759,-0.243905,0.191441
-0.254337,-0.169686,-0.775036,-0.342721,0.105534
-0.365859,-0.202103,-0.94915,-0.393596,0.564833
-0.675834,-0.479868,-0.614224,-0.354712,0.516351
-0.299608,-0.6381,-0.750478,-0.24196,0.551214
-0.172658,-0.635522,-0.723634,-0.516179,0.35344
-0.483537,-0.791291,-0.854983,-0.532007,0.24599
-0.32224,-0.682882,-0.578163,-0.180354,-0.0257692
-0.487364,-0.952944,-0.831517,-0.44983,0.0836438
-0.451635,-1.23289,-0.778917,-0.374844,-0.0396159
-0.531376,-1.11057,-0.835176,-0.660135,0.018914
-0.427474,-1.2994,-0.886179,-0.705558,0.102124
-0.604505,-1.1432,-0.555613,-0.519578,0.0101566
-0.758985,-0.987352,-0.664281,-0.574355,0.231643
-0.692491,-1.08154,-0.57751,-0.448825,0.344429
-0.608816,-1.27869,-0.67889,-0.596215,0.148729
-0.302728,-1.15039,-0.560782,-0.605534,0.0272836
-0.147168,-1.10825,-0.770777,-0.280306,0.115713
-0.656608,-1.10483,-0.293037,-0.338591,0.0856701
-0.722696,-1.01624,-0.500739,-0.478467,-0.0234097
-0.529417,-0.655243,-0.421612,-0.255358,0.0830431
-0.548691,-0.520549,-0.553174,-0.580253,-0.279256
-0.474583,-0.408893,-1.01576,-0.47434,-0.197274
-0.519315,-0.619399,-0.868283,-0.410556,-0.267656
-0.384073,-0.688184,-0.936218,-0.410839,-0.249947
-0.437716,-0.465652,-0.834926,-0.690608,-0.364984
-0.441057,-0.504477,-0.897884,-0.296362,-0.370065
-0.303028,-0.488083,-0.721986,-0.691463,-0.385637
-0.263098,-0.546601,-0.722412,-0.57312,-0.517071
-0.106376,-0.33345,-0.891001,-0.67953,-0.385356
-0.260442,-0.428679,-1.06393,-0.682039,-0.498256
-0.389878,-0.281696,-0.916694,-0.668755,-0.604896
-0.44622,-0.0789569,-0.646751,-0.652465,-0.335932
-0.313535,-0.324598,-0.801856,-0.506815,-0.254242
-0.256325,-0.296413,-0.551407,-0.723553,-0.375793
-0.33134,0.0134191,-0.695684,-0.632734,-0.373722
-0.242466,-0.289255,-0.389166,-0.691619,-0.482128
-0.186301,-0.386479,-0.483793,-0.583658,-0.427757
-0.366224,-0.323148,-0.441328,-0.475845,-0.517048
-0.488247,-0.128458,-0.453388,-0.610063,-0.421626
-0.500086,-0.230261,-0.678913,-0.57987,-0.422107
-0.67525,-0.428053,-1.04627,-0.330865,-0.121303
-0.446959,-0.353323,-0.844292,-0.677522,-0.334631
-0.297903,-0.490554,-1.08181,-0.619517,-0.54488
-0.632874,-0.404421,-1.30312,-0.342419,-0.499781
-0.615992,-0.762711,-1.34725,-0.700828,-0.533421
-0.371115,-0.393076,-1.2771,-0.408749,-0.263708
-0.468419,-0.4095,-1.29301,-0.267861,-0.684243
-0.210506,-0.574324,-1.29422,-0.647636,-0.497618
-0.320544,-0.63558,-1.46545,-0.867283,-0.591712
-0.0231164,-0.722125,-1.37608,-0.399315,-0.590017
-0.210605,-0.682542,-1.37804,-0.693842,-0.650314
-0.248579,-0.532619,-1.62641,-0.627536,-0.620799
-0.351561,-0.610705,-1.34253,-0.420521,-0.327301
-0.525091,-0.473885,-1.33394,-0.544727,-0.533168
-0.542154,-0.58789,-1.40943,-0.445235,-0.571905
-0.645151,-0.0706743,-1.55016,-0.528553,-0.608912
-0.3675,-0.191961,-1.46002,-0.647074,-0.383752
-0.360549,-0.293394,-1.24978,-0.953553,-0.366968
-0.431831,0.123959,-1.37308,-0.714658,-0.324618
-0.402328,-0.119465,-1.27765,-0.968858,-0.405871
-0.537638,0.188992,-1.46191,-0.734482,-0.432829
-0.180906,0.0379698,-1.20257,-0.71469,-0.285878
-0.279491,-0.133867,-1.00875,-0.78118,-0.328581
-0.635128,-0.237815,-0.862727,-0.920603,-0.0123542
-0.511448,0.174019,-1.0722,-0.890668,-0.0584602
-0.545056,0.214033,-1.15309,-0.589552,-0.400101
-0.595292,0.365069,-1.0654,-0.638665,-0.48365
-1.03145,0.0354194,-0.819833,-0.943793,-0.82729
-0.723512,0.143108,-0.691394,-0.740115,-0.933874
-0.91448,0.252293,-0.790024,-0.443292,-0.867043
-0.781961,0.234594,-0.532472,-0.489768,-0.741863
-0.939647,0.252475,-0.611959,-0.545356,-0.890874
-0.927756,0.125821,-0.437034,-0.510074,-1.06279
-0.569019,-0.0963864,-0.0943743,-0.384025,-0.861894
-1.11858,0.420498,-0.241701,-0.763965,-0.864042
-1.15627,0.185241,-0.310914,-0.545236,-0.786008
-1.16136,0.465875,-0.297466,-0.41772,-0.561853
-1.06444,0.49797,-0.205337,-0.202304,-0.442084
-1.12257,0.452098,-0.192114,-0.130032,-0.761976
-1.05717,0.427884,0.404568,0.0382646,-0.651474
-1.00572,0.248888,-0.0629371,0.186363,-0.66534
-1.00056,0.299308,0.187476,0.377931,-0.524024
-0.948243,0.159544,0.410006,0.304679,-0.524712
-1.11989,0.194777,0.59422,0.286458,-0.615714
-0.985242,0.165522,0.47124,0.464911,-0.474214
-0.963096,0.0549446,0.445509,0.558124,-0.1223
-1.00325,0.220058,0.783682,0.502931,-0.15511
-0.956187,-0.227133,0.768502,0.330347,-0.254076
-1.1037,0.0380181,0.725899,0.408877,-0.107082
-1.18286,0.371086,0.495093,0.479742,-0.229518
-1.21743,0.441111,0.475453,0.56181,-0.146534
-1.35758,0.432126,0.417958,0.386486,-0.0976778
-1.56907,0.410616,0.194215,0.458928,-0.120982
-1.13617,0.609108,0.351066,0.436089,-0.261007
-1.36738,0.659981,0.268182,0.140527,-0.470692
-1.14089,0.707796,0.409125,-0.0696498,-0.511154
-1.26452,0.684601,0.418966,0.0291258,-0.179803
-1.19768,0.644671,0.642214,-0.0111318,-0.076015
-1.22265,0.321248,0.702477,0.0617629,-0.463992
-1.22191,0.636763,0.613823,0.187838,-0.294445
-1.12174,0.672739,0.630237,0.104499,-0.290241
-0.967779,0.531415,0.667129,0.0806543,-0.297746
-1.11649,0.781156,0.8778,0.0930624,-0.366431
-0.859289,0.971224,0.422825,0.158464,-0.383984
-0.719061,0.688257,0.535674,-0.0747644,-0.0909579
-0.656716,1.12643,0.169271,-0.258994,0.242033
-0.437594,0.764975,0.406864,-0.168051,0.0557539
-0.224773,0.707181,0.243941,-0.00162995,0.00643755
-0.184015,0.556907,0.368993,0.162601,0.357133
-0.226175,0.813833,0.0112978,-0.456096,0.0801495
-0.0885738,0.906788,-0.22049,-0.348506,0.0215992
-0.307399,0.978218,-0.164816,-0.510846,0.128594
-0.294871,0.922913,-0.187549,-0.612674,0.0090733
0.0300183,0.927523,-0.244475,-0.761218,0.186954
0.0643453,1.02155,-0.342441,-0.40843,0.394171
0.0976712,1.04076,-0.0901097,-0.379075,0.165172
0.199007,1.08381,-0.0623455,-0.137757,0.0277611
0.391076,1.00025,-0.351786,-0.427278,0.318884
0.656209,0.989625,-0.58746,-0.199484,-0.0964513
0.836708,0.873631,-0.661908,-0.144408,0.090435
1.14231,1.33266,-0.914527,-0.241847,-0.346833
0.929921,1.47461,-0.702902,-0.53639,-0.395348
0.886809,1.2044,-0.93262,-0.549134,-0.150262
0.678805,1.10439,-0.992661,-0.509809,0.0843604
0.812526,1.01152,-0.976276,-0.393423,-0.0438619
0.687888,0.967543,-1.41623,-0.285796,-0.455857
0.842691,0.423033,-1.28504,0.00220946,-0.0702851
0.910032,1.00968,-1.50352,-0.0707107,-0.169157
0.888222,0.765468,-1.36607,-0.457019,-0.105092
1.14794,0.80806,-1.20795,-0.174795,-0.351858
1.14771,1.00051,-1.19505,-0.45121,-0.145799
1.29893,0.774752,-1.23317,-0.45044,-0.114275
1.13798,0.677201,-1.14129,-0.658453,-0.292342
1.35566,0.740466,-1.25617,-0.51383,-0.189192
0.914864,0.522026,-1.11831,-0.618876,-0.297189
1.15245,0.885051,-1.10989,-0.567002,-0.115457
0.843052,0.774011,-0.945455,-0.468358,-0.151748
0.925305,0.896457,-0.939464,-0.501979,-0.07978
1.00099,0.75754,-1.16888,-0.747638,0.213952
0.948039,0.901872,-0.848211,-0.771975,0.220447
1.36699,0.938524,-0.623012,-0.466734,0.254907
1.33179,0.494268,-0.751655,-0.594153,0.0642703
1.13097,0.8307,-0.608629,-0.777864,0.192187
0.986261,0.703633,-0.167556,-0.40809,0.19708
1.02933,0.486276,-0.543068,-0.524984,0.356439
0.751772,0.589241,-0.545066,-0.563355,0.496196
0.673136,0.757658,-0.647314,-0.754383,0.393554
0.580587,0.379594,-0.228437,-0.629038,0.566844
0.23859,0.728485,-0.452646,-0.922375,0.593609
0.263871,0.721996,-0.551938,-0.962447,0.637464
0.35938,1.03351,-0.259081,-1.04253,0.492043
0.181956,0.802385,-0.070944,-0.703443,0.461895
0.236404,0.822566,-0.12691,-0.601103,0.597261
0.211855,0.766872,-0.084805,-0.344103,0.533835
0.284489,1.22543,0.10003,-0.573503,0.608712
0.338361,1.21672,0.0591979,-0.419,0.853562
0.166936,1.1676,0.130976,-0.137182,1.35007
0.3551,1.39009,0.109499,-0.484436,1.17022
0.132355,1.44565,-0.0335014,-0.410286,0.755309
0.114686,1.45888,0.221163,-0.425546,0.909252
-0.0626715,1.39521,0.433369,-0.483844,0.686885
0.0310773,1.0999,0.735372,-0.403008,0.868965
-0.147634,1.01452,0.710535,-0.751037,0.921816
-0.211533,1.27253,0.413316,-0.65614,0.792139
-0.018357,1.36955,0.259343,-0.343123,0.719806
0.0543908,1.43159,0.00166982,-0.39316,0.857431
-0.0402261,1.2087,0.0276869,-0.344439,0.717185
-0.172308,1.07328,-0.00268778,-0.214576,0.650928
-0.218134,0.983236,-0.120829,-0.577529,0.461347
-0.254514,1.06215,-0.408702,-0.453645,0.379342
-0.764526,0.85942,-0.27338,-0.31645,0.391657
-0.333057,0.96895,-0.351596,-0.428601,0.63133
-0.503315,1.02256,-0.492583,-0.276292,0.458537
-0.675249,1.18802,-0.612089,-0.443317,0.453037
-0.911374,1.26688,-0.469052,-0.08852,0.505179
-0.504509,1.51184,-0.577849,-0.200509,0.316215
-0.264383,1.44747,-0.76361,0.017456,0.329115
-0.383375,1.55787,-1.02183,0.128794,0.413843
-0.294788,1.64121,-0.838773,-0.0542158,0.236036
-0.399146,1.82499,-0.715266,0.348797,0.137641
-0.326351,1.52424,-1.07574,0.0352238,0.02372
-0.299612,1.63466,-0.632546,0.191515,-0.200437
-0.19778,1.62,-0.647961,0.0854793,-0.166631
-0.101064,1.53231,-0.721754,0.212971,-0.143971
-0.289579,1.41431,-0.559573,0.210583,-0.128951
-0.274805,1.47027,-0.75743,0.216813,-0.0187974
-0.151758,-0.171646,0.32447,-0.712859,-0.326526
0.0871334,-0.462992,0.184886,-1.27525,-0.0811898
0.0167575,-0.234541,0.217787,-1.23821,-0.149246
0.0693838,-0.330009,0.201855,-1.23797,-0.37498
0.0358279,-0.546064,0.170811,-1.06842,-0.0860879
-0.255705,-0.53263,0.169714,-1.1279,-0.164232
0.226944,-0.449297,0.00466288,-1.39793,-0.119966
0.0121316,-0.339261,0.491972,-1.31267,-0.140053
-0.404884,-0.408574,0.25424,-1.18503,-0.0603699
-0.187758,-0.764985,0.204215,-1.34856,-0.11932
-0.0456505,-0.680144,0.277866,-1.26484,-0.0371728
0.0591855,-0.475583,0.194376,-1.07911,-0.137801
-0.0175641,-0.289412,0.16029,-1.07809,0.222507
-0.0121592,-0.534353,0.655321,-1.05582,0.0361011
0.0510449,-0.543276,0.457394,-0.970245,0.288452
-0.22381,-0.408436,0.485576,-0.89301,0.306541
0.0658021,-0.320692,0.403251,-1.05083,0.246296
0.149687,-0.173141,0.395643,-1.16363,0.0919562
-0.064021,-0.254811,0.762997,-1.4417,-0.0179612
-0.140428,-0.41172,0.656399,-1.06873,-0.198615
0.0233246,-0.22932,0.595538,-1.14413,0.0541104
-0.0157292,-0.123161,0.667736,-1.14755,-0.359557
-0.339067,-0.172053,0.658862,-0.949882,-0.338972
-0.172,-0.126606,0.591239,-0.782047,-0.29831
-0.333606,-0.515104,0.616092,-0.264588,-0.352351
-0.305706,-0.421484,0.779302,-0.257862,-0.150469
-0.00772104,-0.418267,0.828736,-0.45844,-0.573329
0.271366,-0.482613,0.904947,-0.169767,-0.190681
0.100647,-0.529867,0.762095,-0.311451,-0.32528
0.336966,-0.811432,0.915501,-0.260698,-0.410225
-0.232491,-0.247722,1.26143,-0.343481,-0.498169
-0.12243,-0.286173,1.13354,-0.160373,-0.534637
-0.374412,-0.266414,0.937949,-0.0677372,-0.43237
-0.309091,-0.106341,0.874049,0.0318945,-0.547409
-0.39759,-0.104084,0.900936,0.105499,-0.453397
-0.239862,-0.0462289,0.81101,0.109192,-0.284687
-0.531201,-0.386435,0.646254,-0.00748751,-0.540011
-0.585349,-0.436425,0.739775,-0.0431344,-0.495912
-0.456228,-0.200631,0.606389,0.165093,-0.296829
-0.587337,-0.408081,0.591782,0.0753492,-0.175168
-0.406101,-0.525695,0.812051,0.12882,-0.281978
-0.664119,-0.302394,0.906683,-0.139124,-0.182582
-0.518882,-0.194768,0.816517,0.143045,-0.510976
-0.42389,0.112864,0.834713,0.357613,-0.580145
-0.204871,0.0266877,0.680818,0.209837,-0.684679
0.00278345,0.185512,0.461872,0.368163,-0.75475
-0.0766396,-0.0117658,0.434909,0.501162,-0.651226
-0.0661801,-0.0429496,0.0886055,0.613969,-0.676585
-0.147025,0.0827107,0.200793,0.301474,-0.674507
-0.305835,-0.130227,0.489045,0.426695,-0.690692
-0.25921,-0.0677406,0.30844,0.361629,-0.75521
-0.34233,0.308539,0.278211,0.380328,-0.543659
-0.479684,0.239658,0.49743,0.29402,-0.677096
-0.401961,0.31421,0.693885,0.226599,-0.334473
-0.238616,0.241812,0.908102,0.220106,-0.709815
-0.0155624,0.0357123,0.514748,0.313205,-0.406519
0.559368,0.09893,0.511938,0.537022,-0.111499
0.407035,0.0408678,0.408962,0.0691482,-0.116515
0.450869,0.228874,0.327472,0.174007,0.0151852
0.0570169,0.236535,0.105539,-0.171273,0.0349127
-0.0147626,0.258768,0.106093,0.254949,-0.188168
0.0332836,0.156707,-0.275283,0.045465,0.204715
0.0799252,0.308306,0.128841,0.106816,0.242528
0.000449308,-0.123705,-0.240903,-0.381703,0.3807
-0.214699,-0.14504,-0.485068,-0.259555,0.173179
-0.220617,-0.142243,-0.554918,-0.273853,0.390305
-0.285529,-0.205043,-0.707992,-0.0654202,0.541546
-0.20388,-0.302023,-0.629201,-0.0289305,0.261565
-0.66965,-0.183099,-0.669419,-0.28725,0.378663
-0.539029,-0.275482,-0.845948,-0.499513,0.46418
-0.307052,-0.349411,-0.908575,-0.48242,0.338146
-0.228238,-0.204992,-0.728162,-0.292038,0.447335
-0.683688,-0.488731,-0.795343,-0.334073,0.604877
-0.46859,-0.281312,-0.798519,-0.314039,0.401809
-0.414442,-0.558399,-0.728252,-0.203088,0.424105
-0.505761,-0.779156,-0.693866,-0.513025,0.232091
-0.472628,-0.967696,-0.778077,-0.334856,0.040182
-0.398481,-0.990699,-0.829836,-0.619159,-0.0398299
-0.340178,-1.06478,-0.821681,-0.311398,-0.14319
-0.327441,-1.09665,-0.52196,-0.723979,0.0351911
-0.332003,-1.29003,-0.515621,-0.403444,0.0509678
-0.707371,-1.0792,-1.01384,-0.487154,0.20361
-0.774111,-1.0193,-0.754202,-0.503992,0.302906
-0.771971,-0.829905,-0.372167,-0.262289,0.395291
-0.638445,-1.12956,-0.466899,-0.727617,0.281424
-0.583505,-1.33839,-0.476171,-0.30546,0.461231
-0.168434,-1.22332,-0.510912,-0.412885,0.316067
-0.615797,-0.902132,-0.558108,-0.26064,0.2431
-0.670085,-0.743221,-0.283879,-0.137426,0.104399
-0.64406,-1.15355,-0.598797,-0.283591,0.104165
-0.719624,-0.648311,-0.518844,-0.252633,-0.0630168
-0.297598,-0.352889,-0.774394,-0.415385,-0.202022
-0.259574,-0.750023,-0.951403,-0.339308,-0.366253
-0.265268,-0.952878,-0.846328,-0.341857,-0.213626
-0.405949,-0.792111,-0.768013,-0.337607,-0.172906
-0.238475,-0.285928,-0.999559,-0.706835,-0.548531
-0.510941,-0.515426,-0.542273,-0.826861,-0.48834
-0.237575,-0.41974,-0.67532,-0.363743,-0.506258
-0.13037,-0.503839,-0.943429,-0.631511,-0.370923
-0.206973,-0.334603,-0.929237,-0.54194,-0.558902
-0.152854,-0.367926,-0.971298,-0.628839,-0.440179
-0.24765,-0.295704,-0.838049,-0.81899,-0.344529
-0.17476,0.00426128,-0.636085,-0.793914,-0.335804
-0.353557,-0.162708,-0.568072,-0.629596,-0.0761555
-0.375414,-0.357942,-0.49389,-0.394406,-0.328803
-0.0899468,-0.293677,-0.453816,-0.718277,-0.415973
-0.41666,0.0101381,-0.350917,-0.375484,-0.436896
-0.365777,-0.045075,-0.376186,-0.729781,-0.686318
-0.286854,-0.157308,-0.0454121,-0.385389,-0.27975
-0.389368,-0.22767,-0.678269,-0.55788,-0.394176
-0.466841,0.00151653,-0.891228,-0.400309,-0.431635
-0.668855,-0.316686,-0.970495,-0.471455,-0.326478
-0.569394,-0.386606,-1.13227,-0.667945,-0.394725
-0.758863,-0.449571,-1.39915,-0.527319,-0.611013
-0.587555,-0.546849,-1.04531,-0.692072,-0.328731
-0.205053,-0.491643,-1.09864,-0.601154,-0.625323
-0.470116,-0.539714,-1.33868,-0.46062,-0.484614
-0.147071,-0.61037,-1.50156,-0.584776,-0.588463
-0.541595,-0.767141,-1.4364,-0.561776,-0.801726
-0.0604827,-0.835368,-1.47439,-0.502636,-0.647372
-0.533139,-0.680532,-1.5025,-0.698034,-0.831918
-0.556435,-0.415652,-1.31192,-0.664772,-0.441702
-0.293728,-0.715616,-1.51283,-0.634534,-0.556837
-0.670571,-0.483821,-1.54584,-0.543226,-0.506367
-0.762813,-0.345301,-1.51635,-0.605104,-0.495258
-0.609204,-0.27826,-1.53343,-0.535101,-0.578938
-0.602125,-0.250826,-1.29482,-0.783679,-0.514439
-0.444732,-0.172621,-1.27741,-0.767605,-0.301961
-0.328795,0.259724,-1.15009,-0.57561,-0.489147
-0.54728,0.091149,-1.4902,-0.668538,-0.441358
-0.403615,0.117112,-1.25228,-0.565144,-0.297914
-0.552672,-0.0396346,-1.00111,-0.787194,-0.564512
-0.48338,0.150537,-0.978552,-0.761897,-0.433724
-0.614966,0.00500166,-0.711324,-0.864046,-0.0362052
-0.784532,0.220942,-0.798367,-0.597287,-0.330726
-0.583255,0.335551,-0.839232,-0.618162,-0.322919
-0.816179,0.27502,-0.843011,-0.596428,-0.308008
-0.788579,0.204403,-0.83838,-0.494257,-0.605795
-0.936924,0.211084,-0.900751,-0.668974,-0.832605
-0.896643,0.221762,-0.765697,-0.547055,-1.0755
-0.875404,0.358233,-0.408235,-0.0458047,-0.801739
-1.02527,0.228013,-0.479575,-0.409875,-0.948924
-0.813337,0.156191,-0.172606,-0.419867,-0.930074
-0.926402,0.15036,-0.0828916,-0.474697,-1.1253
-0.892072,0.261799,-0.280657,-0.546823,-0.797541
-1.31163,0.386077,-0.27486,-0.378197,-0.71186
-1.12834,0.620744,-0.114948,-0.267264,-0.706431
-1.09427,0.446504,-0.132252,-0.389774,-0.705315
-0.939708,0.522099,-0.0795336,-0.140006,-0.628896
-0.868508,0.433103,-0.10488,0.103069,-0.589613
-1.13864,0.374157,0.0777024,0.235854,-0.65691
-0.835068,0.208137,0.198244,0.464904,-0.328735
-1.21379,0.216471,0.467942,0.38788,-0.56199
-1.13574,0.286953,0.564017,0.317289,-0.686147
-1.08352,0.14597,0.738308,0.365094,-0.641702
-1.08542,-0.0768517,0.709418,0.525941,-0.190697
-0.828387,-0.0374886,0.920124,0.530666,-0.285603
-1.1099,0.1784,0.875024,0.442778,-0.0739
-1.18288,0.147905,0.762063,0.464573,0.0724803
-1.15283,0.237866,0.551896,0.303876,0.106359
-1.14986,0.753341,0.206369,0.463318,-0.215816
-1.33215,0.579421,0.31084,0.0967217,-0.111891
-1.30216,0.407688,0.0909528,0.179179,-0.043642
-1.47401,0.489145,0.539864,0.344706,-0.0903965
-1.51408,0.78715,0.684055,-0.00781014,-0.422177
-1.08835,0.735607,0.385974,-0.0241944,-0.293977
-1.10749,0.574832,0.591364,-0.0682629,-0.0495904
-1.01053,0.608924,0.777392,0.135789,-0.484183
-1.00953,0.574647,0.321573,-0.249424,-0.187186
-1.34215,0.521777,0.638186,0.256387,-0.035097
-1.08989,0.736732,0.630143,0.0703244,-0.315688
-0.88771,0.555588,0.804806,0.421134,-0.133575
-0.961055,0.631254,0.61428,0.0373695,-0.108285
-0.759633,0.841351,0.72776,0.199191,-0.391142
-0.661591,0.829954,0.362295,-0.0669569,-0.198554
-0.361136,0.727363,0.282071,-0.174535,-0.0315975
-0.372911,0.598648,0.311453,0.0142169,0.32979
-0.208689,0.688716,0.301819,-0.0181942,0.125269
-0.285608,0.748124,0.0226492,-0.0135336,0.0402664
-0.500196,0.830708,-0.0437754,-0.373657,-0.0290421
-0.0177655,0.86444,-0.16427,-0.424498,0.281255
-0.301541,1.00901,-0.264151,-0.338073,0.430154
-0.0747938,1.13517,-0.320226,-0.640906,0.0416811
0.096968,0.887473,-0.220405,-0.793049,0.405095
-0.0139492,0.784723,-0.173865,-0.652288,0.197297
-0.0360671,1.07132,-0.16809,-0.494641,0.00538794
0.160892,1.02405,-0.0330993,-0.490762,0.163135
0.216373,0.880274,-0.0185663,-0.281407,0.0943571
0.560401,1.0491,-0.442319,0.0554926,-0.0726287
0.74666,1.1418,-0.855165,-0.0275208,-0.0825748
0.826308,1.21856,-0.857573,0.0432264,-0.230386
1.21205,1.42448,-0.854018,-0.590775,-0.171041
0.825804,1.25064,-0.960983,-0.527549,-0.276936
1.08645,1.12764,-1.15355,-0.548638,0.0557354
0.652889,0.868365,-1.21604,-0.264617,-0.186559
1.06387,0.893547,-1.30683,-0.0976069,-0.395526
0.978604,0.634386,-1.36126,-0.0568588,-0.160851
1.07228,0.92242,-1.1468,-0.182561,-0.21362
1.06922,0.998072,-1.40264,-0.333249,-0.167815
1.14506,0.701427,-1.12913,-0.427243,-0.326809
1.30345,0.733852,-1.26766,-0.543582,-0.0574497
1.1436,0.729649,-1.36845,-0.451009,-0.300066
1.22745,0.762116,-1.23346,-0.573285,-0.143221
1.21362,0.412498,-1.18686,-0.520086,-0.253998
1.19475,0.624125,-1.20241,-0.368977,-0.172259
0.911654,0.796556,-1.18654,-0.47622,-0.119018
0.98252,0.622096,-1.00555,-0.348028,0.0885753
0.891568,0.746377,-0.941204,-0.533364,0.071756
0.987066,0.606532,-1.03323,-0.957914,0.04869
1.09913,0.687896,-0.74649,-0.820286,0.145924
1.12435,0.521451,-0.824594,-0.74612,0.315131
1.25673,0.812209,-0.867138,-0.666145,0.268583
1.17745,0.573324,-0.621124,-0.962731,0.128685
1.12371,0.819742,-0.239484,-0.551898,0.0155758
0.9509,0.631431,-0.582636,-0.64447,0.357085
0.788488,0.463156,-0.660521,-0.503095,0.312968
0.646393,0.535294,-0.803653,-0.783507,0.273246
0.324299,0.427328,-0.510411,-0.70232,0.576721
0.136261,0.525353,-0.640393,-0.853974,0.483975
0.256543,0.552152,-0.507201,-1.25272,0.920098
0.486321,0.869057,-0.0956971,-0.974617,0.531894
0.41994,0.563,-0.102711,-0.521829,0.611134
0.320526,0.743951,-0.0826017,-0.679129,0.34333
0.113905,0.727244,-0.0695743,-0.449631,0.396001
0.177121,1.06063,-0.000149189,-0.679074,0.307208
-0.111446,1.34478,0.0683059,-0.241526,0.760884
0.118799,1.02619,0.0375004,-0.543641,1.05109
0.0947484,1.54023,-0.123582,-0.210712,1.13044
0.0711058,1.59563,-0.0123879,-0.421981,0.846653
0.00752024,1.53859,0.201397,-0.351469,0.902502
-0.07041,1.48095,0.320132,-0.503608,1.05488
0.00950132,1.04508,0.399779,-0.0770914,0.995617
-0.100131,1.29261,0.534655,-0.431232,1.07099
-0.176261,1.28417,0.21796,-0.593366,1.02075
0.0871013,1.24531,0.093287,-0.421988,0.590972
0.0633724,1.18773,0.0777614,-0.44847,0.603079
0.0244906,1.08446,-0.159014,-0.206361,0.973271
-0.0456368,0.939665,-0.450869,-0.382412,0.71873
-0.167067,0.954014,-0.215172,-0.399709,0.397624
-0.388501,1.10417,-0.265872,-0.755084,0.311584
-0.451453,1.09444,-0.293982,-0.525325,0.25623
-0.617639,1.01688,-0.353863,-0.481953,0.474785
-0.494898,1.20975,-0.461569,-0.252305,0.7557
-0.603593,0.740877,-0.904937,-0.20497,0.616539
-0.550783,1.18614,-0.624661,-0.0371749,0.372559
-0.566909,1.39763,-0.723763,-0.0345365,0.540813
-0.483509,1.65685,-0.709112,-0.10346,0.184333
-0.34166,1.36596,-0.905663,0.200119,0.333621
-0.23367,1.63148,-1.06706,0.0551893,0.327253
-0.288711,1.84375,-0.7676,0.193957,0.231339
-0.0832448,1.75852,-0.864258,0.179396,0.107399
-0.351682,1.64848,-0.940929,-0.0449141,-0.0938642
-0.310764,1.72143,-0.824523,-0.0426312,0.254254
