,efft,ymft,gwrt
1490,0.7927160525288385,0.9648691127113839,0.7904332056592218
3881,0.6928769025508438,0.9999999999999999,0.9485814244417821
4021,0.8071253230939385,0.9679835711889603,0.8267676974499987
1520,0.6793809810617276,0.8852520429587526,0.6776388003087213
3629,0.7256365918656952,0.9415915580976771,0.9447019028078965
546,0.7984629414167678,0.9743010348039457,0.8046662242534754
4094,0.3417184044348891,0.9999999999999999,0.6580049177476108
3390,0.5167921171207673,0.8421519562851952,0.7300483870594112
1151,0.7810856614360505,0.9732265551432836,0.7873593947228006
4039,0.37247968643730933,0.566790575229753,0.8132104205408304
1619,0.9089130595016889,0.9843630004376246,0.7373306629538903
2194,0.5711501921640575,0.88042454717749,0.5818520187563194
3333,0.9073598179635788,0.9625771164780225,0.5835516494853856
4425,0.60974049059203,0.9999999999999999,0.7780261343974946
1288,0.6202578097836161,0.9999999999999999,0.757287281120838
556,0.9459057629000097,0.9862718620851715,0.6311806267209812
3581,0.6295175065721569,0.9851871655022212,0.7922032008545439
3160,0.6620116650019164,0.9697323677206556,0.8255205460835402
2500,0.16442199430677307,0.6169590693064922,0.26184698001844087
4391,0.4181442589162869,0.4563218058069579,0.8653406474173415
699,0.7518805638111649,0.9999999999999999,0.7337260911995807
2756,0.6923954041730612,0.9132804664365589,0.7807197410180859
909,0.5584910489325515,0.9999999999999999,0.5413015992603403
2468,0.036142601556865994,0.07729612557278609,0.14394485676907298
444,0.14311449896350104,0.4847980710450718,0.5519418282186135
281,0.693263470249711,0.9861339336342784,0.6676825728573608
518,0.6838268936742679,0.9929469179802507,0.8479220681398758
2122,0.7452178836299131,0.9999999999999999,0.8088408733460384
4351,0.6669890164696347,0.9999999999999999,0.6526400601968028
3394,0.5952020274195647,0.9865119597589488,0.8536414541716104
1025,0.6606696757639611,0.6855180235023267,0.19580636859222367
2815,0.8681091805924958,0.9233049700218471,0.6558710198777384
845,0.7412195968416836,0.9108880038006949,0.9323456392116714
3624,0.4006454926549139,0.9999999999999999,0.5610432955238338
4016,0.5434273933691515,0.9198805982348565,0.27989181918647843
2102,0.5628931501064555,0.8451097552876831,0.8028377739871464
2749,0.7961714320140237,0.9999999999999999,0.6790159372977547
4100,0.7367131617737507,0.991659585771914,0.9369121638424767
292,0.5978819142402693,0.8152797478463579,0.8922710288785625
914,0.7782285792319833,0.9999999999999999,0.7061415645821927
2378,0.4144757367609697,0.6322674245352576,0.8018386102871009
106,0.4039957611345203,0.986363814385767,0.6310570800524304
2279,0.7640328647244089,0.9855430549619334,0.8631031537088809
2678,0.5719282630639074,0.7928178441953407,0.8857106417456388
3592,0.3476325036351863,0.47847039050779794,0.596603349882223
3975,0.8002858774849165,0.8803019441100294,0.7584595334650577
529,0.7283665427926443,0.9318497226957009,0.7751645414662933
4370,0.7563295413034002,0.9999999999999999,0.8159408962441745
1789,0.6997829617769386,0.9746041368318344,0.9320009429450724
2547,0.9152580103136657,0.9808228368646988,0.7538200141421327
3676,0.7141411649743256,0.9999999999999999,0.712729866863939
2773,0.7907057090875645,0.9560127439077343,0.6471021859033406
3484,0.3548423967604435,0.8328290146970426,0.6145432302598868
2275,0.6525878174453131,0.9946497383616483,0.921266973040245
3171,0.7611769453363627,0.9868133589664562,0.8581572059986637
459,0.16528787305445458,0.9999999999999999,0.0
3681,0.5174576959704996,0.734063729755594,0.41111175273901734
3127,0.38862941273935325,0.9049587832326681,0.3781721776278877
961,0.7715996345508288,0.8641234476663698,0.8929224353069103
738,0.748118457380753,0.9999999999999999,0.7491926973953256
4478,0.5415035868834169,0.9127457808367999,0.6079716926772369
4354,0.8030682240671058,0.9999999999999999,0.8715126370271435
3799,0.8565967485046216,0.9999999999999999,0.6846145253864768
4009,0.6870203343695435,0.8762986133933633,0.8662276877784056
3918,0.6971462490009318,0.9961243808119388,0.8436279489056049
3378,0.8427131798846533,0.9367879018017541,0.88073181092407
4455,0.8494195547832525,0.8991811136785858,0.7736839283468482
1451,0.6121066717239773,0.9186903267882595,0.8111758418869446
1966,0.7879796232230499,0.9999999999999999,0.5759950839977557
1844,0.7769922581850185,0.9138628310069968,0.8935586826539621
3047,0.7936000254672201,0.9684007621824026,0.7927921865436194
4337,0.8007641845535381,0.8808196015059743,0.7727738759615954
3650,0.4425871545775595,0.589080494022249,0.9391344728139817
2937,0.6192830088139748,0.9999999999999999,0.5060115033727584
3974,0.7984417251319974,0.9579199027348998,0.32627157523002037
409,0.7928794015597572,0.9999999999999999,0.7383798228756508
4040,0.756952665764019,0.9861288251731343,0.8616882693736745
1028,0.7629862412979368,0.9999999999999999,0.9630111095305958
2337,0.7003504432419166,0.9777986278673366,0.8544681846899533
213,0.24810961911577367,0.2294908056213506,0.6205867309835003
27,0.7552936501728472,0.9827572408179667,0.9225468239076715
3385,0.6754023844153153,0.9999999999999999,0.755151226769502
4565,0.7263161915086819,0.9999999999999999,0.7376190537454639
2495,0.756430546087521,0.9480111909355465,0.9672224525841591
3035,0.8485062717075628,0.9651058047443982,0.7498571078584138
3334,0.8176569957831387,0.990268381520312,0.8205159451752893
1901,0.8225700670848001,0.9439295304813361,0.7123169176168835
3952,0.6204931790350491,0.9981200862989369,0.7903050205060902
4403,0.702952299479329,0.9005655066486621,0.8390061361952339
3350,0.8206276558757631,0.9404557769032847,0.8429604759700577
4274,0.028420097755912033,0.3565365314570522,0.12202973449168342
1452,0.7162218336346188,0.9999999999999999,0.888799807612926
449,0.6714103165275452,0.8475413827923189,0.637156767368009
1637,0.533860383858561,0.9999999999999999,0.6812943294983103
3200,0.641739015905547,0.9999999999999999,0.7509808457036538
222,0.7078483987095207,0.966330132598623,0.9381191505645141
720,0.761974017962402,0.9802098215273957,0.6663355134921567
4020,0.29463857781721114,0.32181261823959006,0.6331701660855791
3046,0.7227212156904456,0.8816182242648497,0.6191776498033399
2226,0.8226356027981104,0.9468703012800098,0.9028801203479635
3336,0.8074834862386727,0.9999999999999999,0.7904443032838517
607,0.6145465508323672,0.993338566667972,0.8106486708384681
567,0.5341798755599715,0.9108760840580251,0.7610027395060515
560,0.6898115793194214,0.9795899949085668,0.6191679450670753
2043,0.8347374941617317,0.9578926576087975,0.6813336793688114
3619,0.7757689338060293,0.9399347138665771,0.7105579285713044
2834,0.6833876776576194,0.8739350987039832,0.9440646872256218
221,0.6086632841903373,0.9894578390187668,0.7398419149230979
2406,0.651006054681791,0.9671202412555916,0.7288483958763168
3820,0.6767949673247863,0.9999999999999999,0.5353167892260702
3247,0.9026617120927517,0.9844089765879224,0.7320973754743709
2487,0.7752928337674226,0.9047936096556725,0.719203189513717
2450,0.5028290737207853,0.9985508998554303,0.7591719004547772
2850,0.4958395967786763,0.5588928943008303,0.733218409079279
3829,0.5769562712193518,0.9999999999999999,0.6916389233363791
4316,0.7878992849004153,0.9830007441325067,0.6816582709241279
15,0.486290845355977,0.9786687690822308,0.73705699279484
3794,0.5959931761939771,0.8930186067183074,0.7247355045453165
3134,0.42804552930919204,0.9999999999999999,0.7025719582505203
168,0.8354956263854315,0.9999999999999999,0.7471482654104653
3387,0.3013411283381434,0.7582216425064835,0.3540663181895597
2267,0.7245185455133595,0.9767054171824793,0.9530698967241755
4017,0.5143672445481043,0.5212656723330852,0.7585140501571952
3348,0.9471171675082556,0.946737481290261,0.23129419373169047
75,0.741424891822586,0.9999999999999999,0.5108347877433186
3874,0.775142680098346,0.9999999999999999,0.26429893028621465
859,0.7917355748652525,0.9650342862883793,0.8187791967418105
3546,0.7700649627168136,0.9831846487336976,0.8331943867482425
3713,0.4150409614283965,0.7697275998235878,0.6359217846563379
1879,0.6769435122031747,0.7746589676481156,0.6685048283748534
719,0.6230223481028502,0.9639036135551312,0.6950231147144144
1867,0.6348992001362613,0.9999999999999999,0.8500526486116984
275,0.8593917698719565,0.9999999999999999,0.2677998812412843
3193,0.7251517366602097,0.9853199854919702,0.8165430374645817
4430,0.627805027827195,0.955917385966376,0.6316516167481812
1369,0.801924787125278,0.9201513466754984,0.8397850883213214
1002,0.6688167014822425,0.9072933499755643,0.9245038808404571
78,0.49058493640680034,0.7148422932903767,0.7477374756671273
4292,0.8016488741891218,0.9999999999999999,0.6983446553489987
135,0.7258183202639142,0.9999999999999999,0.7977119156503842
1499,0.672748871457883,0.9693339077514084,0.7183602949465291
4476,0.703324772578913,0.9922095967551053,0.7494207050560435
2649,0.34993348920092693,0.37405685036125325,0.6785600336341289
2897,0.894835262191288,0.949966028733391,0.7206345857342698
1743,0.8371699030887344,0.8974970243213835,0.7250471627078705
509,0.7587528624364711,0.8838523246052435,0.8748901339328436
127,0.4930286632857602,0.9884276326880209,0.6932423847735465
3274,0.7865886770050007,0.826387245194215,0.9033281655736525
29,0.7842813197072102,0.9967544243530558,0.8805707566342167
1131,0.6855461413778939,0.988333977567044,0.8056916683421664
1960,0.24346258801973286,0.9999999999999999,0.6143150875423269
3240,0.47981894088267285,0.6959409870568621,0.6516336124885405
1515,0.8325325332522052,0.9999999999999999,0.8549660228362983
2027,0.38629214228965525,0.9999999999999999,0.11951026480809201
3515,0.8340433066509688,0.9845400937572902,0.8373878668524726
290,0.7346903326940889,0.9988199454756911,0.9705617087077534
3473,0.6192472646474173,0.6675617825804879,0.8718557051302871
1062,0.6585636561991294,0.8140928820405234,0.7674919585800839
1325,0.548709671154532,0.9999999999999999,0.7636024533758721
3463,0.6466595473317166,0.9483415380895376,0.8454886378094844
1139,0.8678506354597492,0.9999999999999999,0.7143669142390336
289,0.7014091050774828,0.9394255705725393,0.7850146580929223
3572,0.5026301287822058,0.852867804945331,0.6353125495109053
887,0.7911852108603189,0.9290315549644875,0.7621080648188383
1197,0.7836790304854918,0.9881994547569138,0.8572135266771661
3121,0.8684960579042805,0.936093151086144,0.9594725665457895
1148,0.7451304062910339,0.9615707496326164,0.8798685465420808
239,0.6106641734357475,0.9999999999999999,0.7586286718980324
995,0.5518027038503125,0.9999999999999999,0.7433796462601543
2667,0.7552944335798862,0.9217928655231659,0.9712797914018589
1077,0.6801771830568538,0.9999999999999999,0.8542257513843488
3101,0.6086225014751344,0.9999999999999999,0.699859855813723
2240,0.7152513354418756,0.9999999999999999,0.8605050335077045
1675,0.7191002625850219,0.9857167426408361,0.814811205761546
3223,0.7011608319719101,0.9441083266213829,0.8957202608896042
1487,0.9074502887020416,0.9507595430311223,0.7340651439304009
1183,0.7636788202508168,0.9815550496286999,0.6143814312889384
54,0.8368792419252588,0.9999999999999999,0.8870002046301293
3642,0.7442456905931739,0.8263634057088755,0.6328157991794054
1352,0.6223168529465509,0.9999999999999999,0.2148855056325668
2114,0.49052600344370345,0.8264826031355733,0.5213526220359299
