,Res_depth,thickness,Res_perm,poro,geo_gradient,ntg,Pinj,Pprod,Sw,time,efft,watt,ymft,gwrt,capt
1745,1808.0,164.483,646.6537,0.0509,0.0379,0.7103,0.6231,57.336,0.8785,6.0,0.8030830568299492,8507250.0,0.974719,2753.3186399835436,28429200000.000008
1746,1808.0,164.483,646.6537,0.0509,0.0379,0.7103,0.6231,57.336,0.8785,7.0,0.8204914371752239,8416590.0,0.980047,2871.2934810891347,28865999999.999985
1747,1808.0,164.483,646.6537,0.0509,0.0379,0.7103,0.6231,57.336,0.8785,8.0,0.832304321006798,8356880.000000004,0.983049,2959.6811250131614,29213400000.000008
1748,1808.0,164.483,646.6537,0.0509,0.0379,0.7103,0.6231,57.336,0.8785,9.0,0.8438066004086625,8302229.999999994,0.98594,3042.146507625061,29510899999.999992
1749,1808.0,164.483,646.6537,0.0509,0.0379,0.7103,0.6231,57.336,0.8785,10.0,0.8515686237422109,8256460.000000004,0.987724,3107.0216533478037,29754600000.00004
1750,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,1.0,0.3141796107548302,85164.4,0.235388,13783.18875022897,879456000.0
1751,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,2.0,0.4085255562638804,93195.6,0.401646,16236.667825519657,1487704000.0000002
1752,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,3.0,0.48145139683155064,117495.20000000001,0.494934,14136.815801837009,1707523000.0000002
1753,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,4.0,0.5402348480704083,124552.59999999998,0.553943,14193.85865891198,1812741000.0
1754,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,5.0,0.5943243074552412,137397.19999999995,0.632081,12925.787425071256,1888791999.9999995
1755,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,6.0,0.6379956354088666,134942.1000000001,0.671461,13746.636520403936,1952301999.9999995
1756,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,7.0,0.663902982372491,135035.59999999992,0.698131,14061.180903406215,1996652000.000001
1757,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,8.0,0.6832213252654074,135981.0,0.717988,14178.598480670094,2026130000.0000002
1758,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,9.0,0.7094282223180235,135416.3000000001,0.738525,14562.427122879584,2052869999.9999986
1759,1740.5,213.609,23.8771,0.2382,0.0343,0.6909,0.6466,58.893,0.513,10.0,0.7220866422133674,135054.99999999983,0.742146,14899.559438747192,2068160000.0000024
1760,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,1.0,0.33112615663917455,97381.5,0.226772,1410182.6322248066,94047610000.0
1761,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,2.0,0.4444196040639055,247467.80000000002,0.338882,566615.1313423401,106920790000.0
1762,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,3.0,0.5000312092834205,264441.5999999999,0.382336,540239.5084585786,109235600000.0
1763,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,4.0,0.5406494582230879,270665.3,0.415173,530417.8260013383,110246300000.00002
1764,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,5.0,0.566503892006607,272537.79999999993,0.434584,529636.9898047171,110732699999.99997
1765,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,6.0,0.5859332998573165,272641.00000000006,0.449204,532465.4032225523,111295600000.00003
1766,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,7.0,0.5945217621230229,272335.00000000006,0.45509,535429.1589402758,111618200000.0
1767,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,8.0,0.6061085255499292,272833.00000000006,0.465339,534542.0092144277,111968999999.99994
1768,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,9.0,0.6167497755446244,272914.0,0.473477,535417.750646724,112178200000.00006
1769,3023.5,142.008,960.2398,0.2847,0.0178,0.494,0.6262,35.418,0.2305,10.0,0.624000435289408,272835.00000000006,0.47911,536485.4215918048,112384999999.99988
1770,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,1.0,0.44736943846159927,5770485.0,0.699267,6311.9893735102,56931850000.0
1771,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,2.0,0.5232388541031776,4829384.999999999,0.859678,8893.482296400061,70566650000.00002
1772,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,3.0,0.579556731881894,4384340.0,0.92307,10549.799969892847,73669400000.0
1773,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,4.0,0.5972456625507896,4148210.0000000005,0.949386,11510.60336868191,75901199999.99998
1774,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,5.0,0.6174858474717932,3930939.9999999995,0.968135,12521.33077584497,77171300000.00003
1775,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,6.0,0.6305795239763738,3755749.999999999,0.97873,13414.870531851166,78199899999.99995
1776,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,7.0,0.6367971294356133,3609730.0000000023,0.984915,14181.199147858688,79174500000.00003
1777,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,8.0,0.6427511791899909,3488599.999999998,0.989085,14858.252594163852,79764499999.99994
1778,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,9.0,0.6434008627071278,3366680.0000000023,0.992073,15468.740717858536,80300600000.00003
1779,1904.25,266.563,452.548,0.2575,0.0329,0.5352,0.7613,55.788,0.6386,10.0,0.6494489291451842,3306260.000000002,0.993506,15944.965005776918,80646600000.00003
1780,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,1.0,0.4743848426375068,5865986.0,0.72072,3007.409155084925,26802130000.0
1781,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,2.0,0.5851510113129306,4909094.000000001,0.893429,4248.144362279475,31841440000.0
1782,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,3.0,0.6313342051163986,4689249.999999999,0.945222,4732.953030868477,33228450000.000008
1783,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,4.0,0.655371476456778,4532589.999999999,0.966535,5089.802960338352,34023379999.99999
1784,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,5.0,0.6781745941070901,4380600.000000001,0.981741,5456.569876272653,34602599999.99999
1785,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,6.0,0.6895293035747385,4255379.999999999,0.989215,5743.858362825414,35065500000.000015
1786,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,7.0,0.6919656394420841,4227460.000000001,0.989945,5821.770046316227,35209599999.99999
1787,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,8.0,0.699776497162684,4141660.000000002,0.992057,6032.629428779759,35420799999.999985
1788,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,9.0,0.7050064379887957,4078369.9999999995,0.9937,6194.827835630414,35610500000.0
1789,1437.0,225.006,561.2392,0.0982,0.044,0.5513,0.6907,47.901,0.6975,10.0,0.7100996712391774,4034610.0000000005,0.994664,6309.036065443746,35655100000.00001
1790,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,1.0,0.41777303282032713,10378830.0,0.726438,2847.188941335391,51383400000.0
1791,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,2.0,0.4982663875345197,9303850.0,0.899801,4028.1507118021036,67678900000.0
1792,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,3.0,0.5317836628013136,8447339.999999996,0.952286,4800.659142404594,72619500000.00002
1793,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,4.0,0.5568405712232665,7934619.999999999,0.972217,5434.639592066162,75288599999.99997
1794,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,5.0,0.5674679523487153,7562380.000000005,0.982403,5957.344116534736,77993699999.99998
1795,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,6.0,0.5781173432964364,7279629.999999997,0.988414,6381.1072815514,79419700000.00003
1796,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,7.0,0.5843119523452526,7062139.999999999,0.991392,6757.1585949867895,80965699999.99997
1797,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,8.0,0.5884631894768696,6890630.000000002,0.993386,7046.061100363829,81960400000.0
1798,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,9.0,0.5929526513170753,6721320.000000006,0.994915,7345.699951795174,82842600000.00006
1799,1473.0,242.899,465.1354,0.2676,0.0266,0.952,0.7652,49.818,0.759,10.0,0.5938289482939768,6601109.999999992,0.995608,7525.219243430282,83284299999.99992
1800,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,1.0,0.4237131381344458,830120.7000000001,0.58293,31121.221287458557,35542040000.0
1801,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,2.0,0.5181955907448363,777949.2999999999,0.756467,36492.9051289075,41443460000.0
1802,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,3.0,0.5795540494491837,731094.0000000002,0.826331,40676.13740503956,42400700000.0
1803,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,4.0,0.6187896852230091,691221.0,0.869909,44348.218587108895,43094699999.99999
1804,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,5.0,0.6512964522779935,650132.9999999998,0.900112,48463.77587355205,43544900000.000015
1805,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,6.0,0.6659327078548041,633125.0,0.916266,50276.80157946693,43797400000.00001
1806,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,7.0,0.6813569394697525,607183.0,0.930322,53130.275386497946,44047400000.00001
1807,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,8.0,0.6920932874853294,593961.9999999995,0.940509,54784.144440216776,44219299999.99998
1808,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,9.0,0.7046618267056896,566999.0000000007,0.949987,58107.862624096226,44417500000.000015
1809,1271.25,163.555,511.5889,0.2945,0.0387,0.8975,0.7134,49.323,0.3934,10.0,0.7070910451931833,568581.9999999994,0.954512,57983.54502956489,44504500000.00001
1810,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,1.0,0.35860126537366804,342803.0,0.255439,229154.52898603573,55956230000.0
1811,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,2.0,0.45344522539068766,488813.5,0.356844,168370.84082170398,64768470000.00001
1812,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,3.0,0.5261998909139066,524223.49999999994,0.420971,159339.09868596127,66825200000.00001
1813,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,4.0,0.5705138170487661,528428.0000000001,0.458242,159999.47012648836,67909899999.99999
1814,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,5.0,0.5993210050294611,521817.0,0.481269,163463.62805351298,68496400000.00002
1815,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,6.0,0.6171543891452824,513695.0000000002,0.493074,168100.91591313906,68991199999.99998
1816,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,7.0,0.6375386478474621,513071.99999999965,0.511131,168528.00386690386,69322799999.99997
1817,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,8.0,0.6504865896430999,503700.0000000003,0.518387,173408.17947190773,69607699999.99997
1818,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,9.0,0.6561232566249151,502437.99999999965,0.52377,173954.3983536278,69770700000.00003
1819,3464.5,87.778,466.0345,0.3065,0.0173,0.8145,0.6309,39.48,0.2582,10.0,0.6624069831093172,501706.0000000001,0.529235,174285.73706513373,69860999999.99998
1820,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,1.0,0.497409119542203,20223810.0,0.588393,7948.205605175285,190145400000.0
1821,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,2.0,0.6114566629684235,16420810.000000004,0.763074,11048.6023527463,226413799999.99997
1822,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,3.0,0.6845370024198381,14983779.999999996,0.834033,12834.798695656238,234313200000.0
1823,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,4.0,0.7305686335637954,14017629.999999996,0.876674,14213.486873315967,239085000000.00003
1824,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,5.0,0.7610545932209692,13311130.000000006,0.901893,15343.460697927216,242034599999.99997
1825,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,6.0,0.7799656608497789,12787660.000000002,0.918142,16232.289566660364,244346000000.0
1826,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,7.0,0.7953378273122731,12444779.999999994,0.929704,16908.374434903624,245970000000.00003
1827,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,8.0,0.8038742616544154,12110399.999999998,0.937342,17504.37640375216,247181000000.00003
1828,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,9.0,0.816857891846693,11802499.999999994,0.944929,18176.064393137047,248157000000.00015
1829,2956.75,166.629,935.5645,0.1528,0.0358,0.9461,0.6974,38.445,0.6177,10.0,0.8352998390198008,11449200.000000019,0.955892,19061.41913845506,249744999999.99988
1830,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,1.0,0.4017709989999645,734882.8999999999,0.422339,58987.887730140406,45568380000.0
1831,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,2.0,0.5131303198484368,845277.1000000001,0.597571,56251.19857145071,55372320000.00001
1832,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,3.0,0.5908243587764308,943800.0,0.69237,51560.56367874549,57026599999.999985
1833,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,4.0,0.6411510954684057,956541.9999999999,0.746081,52178.15840809917,58078900000.00001
1834,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,5.0,0.6738674600429247,952511.0,0.779511,53323.89862164323,58754300000.0
1835,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,6.0,0.7002627580551358,941832.9999999997,0.802677,54946.789929849605,59319300000.0
1836,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,7.0,0.7204092791087174,937642.0000000007,0.820545,55738.970737232274,59527699999.999985
1837,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,8.0,0.7309349810305548,927449.9999999998,0.833083,56807.69852822257,60049200000.00004
1838,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,9.0,0.7418132475669679,919608.0000000002,0.843414,57648.150081338965,60274600000.00002
1839,1927.0,283.557,201.8989,0.1357,0.0231,0.9615,0.6875,50.436,0.3653,10.0,0.7565413582664033,906554.0000000001,0.855223,59070.28152763103,60535399999.999985
1840,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,1.0,0.3889757071448344,1192629.0,0.334011,3746.265603133917,3836562000.0
1841,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,2.0,0.504902699180525,1064298.0000000002,0.483074,4708.920809773201,4795022000.0
1842,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,3.0,0.58330165699297,1005221.9999999998,0.556774,5254.272190620581,5041506000.0
1843,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,4.0,0.6305398269260776,955040.0000000005,0.592677,5782.888674819898,5191249999.999998
1844,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,5.0,0.6603303725726417,928958.9999999999,0.623857,6034.173736408177,5295880000.0
1845,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,6.0,0.6812909566768456,903717.9999999999,0.640525,6301.412608800531,5353950000.000001
1846,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,7.0,0.6988470792704503,886305.9999999995,0.656118,6486.901814948788,5397849999.999998
1847,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,8.0,0.7205633476636961,872018.0,0.675485,6668.337121481442,5451129999.999999
1848,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,9.0,0.7311155206873967,859333.9999999999,0.68411,6799.754228274456,5467580000.000005
1849,2094.0,76.033,157.843,0.1246,0.0331,0.7001,0.6189,34.347,0.6609,10.0,0.7435963795301885,841774.0000000013,0.689988,7040.464542739488,5499219999.999994
1850,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,1.0,0.42743660900259045,1880782.0,0.448868,24460.564807617255,48311650000.0
1851,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,2.0,0.5341163448800288,1735404.0,0.612026,29852.109364735825,59362150000.0
1852,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,3.0,0.6081518935507197,1637636.9999999998,0.687513,33239.197697658274,61537100000.00001
1853,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,4.0,0.6588086432176716,1571560.0000000007,0.739587,35620.848074524656,62844200000.0
1854,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,5.0,0.6814012419526587,1549023.9999999993,0.792597,35338.57448302934,63673199999.99998
1855,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,6.0,0.7335181592277222,1464450.0000000012,0.798674,40317.661920857594,64287800000.00001
1856,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,7.0,0.7411331837042462,1442992.9999999995,0.810412,41184.26076910979,64983800000.00003
1857,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,8.0,0.7561126142127326,1415289.9999999988,0.823161,42457.02294229454,65417399999.999985
1858,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,9.0,0.7684420472267458,1392150.000000001,0.834967,43476.5650253205,65765699999.999985
1859,3197.5,207.432,215.4853,0.2329,0.0385,0.7205,0.7001,38.511,0.4128,10.0,0.7807088545486789,1371240.0000000002,0.84292,44552.88643855194,65960900000.00004
1860,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,1.0,0.4751194030559956,3664684.0,0.620206,30574.94179580013,146263300000.0
1861,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,2.0,0.5676139317617966,3115739.0,0.780349,40462.59972353269,173320800000.0
1862,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,3.0,0.6291494478672538,2890937.0,0.851909,46066.03326188013,180326200000.00003
1863,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,4.0,0.6677686984365631,2720800.0000000005,0.891162,50741.14231108498,184241499999.99997
1864,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,5.0,0.6935609006336754,2603510.0,0.914705,54379.549147112935,186720199999.99997
1865,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,6.0,0.7114561085386484,2496120.0000000014,0.930809,57730.43763921601,188531000000.00006
1866,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,7.0,0.7287892492485825,2389689.999999998,0.943098,61389.42708050006,189840999999.9999
1867,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,8.0,0.7404915129549238,2305140.0000000014,0.951673,64469.22963464248,190993000000.00015
1868,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,9.0,0.7487057366314968,2247209.999999999,0.958461,66715.1712568029,191924999999.99997
1869,3263.25,269.869,309.7909,0.1049,0.0185,0.6539,0.7709,33.186,0.4415,10.0,0.7604941938833802,2171839.9999999995,0.964528,69917.67349344344,192589999999.9999
1870,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,1.0,0.44222105884138085,1416834.0,0.608349,361.7925600317327,705167000.0
1871,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,2.0,0.4799649705320585,1288134.0,0.756371,830.7450932899839,1686375000.0
1872,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,3.0,0.5557512747948142,1185619.0,0.850359,1186.1542367320362,2151831000.0
1873,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,4.0,0.6219405268793967,1132874.0000000002,0.872212,1561.1444873834157,2480264000.0
1874,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,5.0,0.6470695158888204,1101734.9999999998,0.891594,1784.960085683037,2709703999.9999995
1875,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,6.0,0.6446223477589166,1076591.9999999998,0.921802,1867.6285909611072,2875239000.0000005
1876,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,7.0,0.7060708661587566,1037298.0000000007,0.929775,2243.275317218387,3064190000.0
1877,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,8.0,0.6860251024643239,1025566.9999999988,0.945442,2256.3713536024484,3189109999.9999995
1878,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,9.0,0.735650435571021,1001517.0000000015,0.950032,2568.4935952160536,3322030000.0000014
1879,1736.25,145.401,61.0399,0.3014,0.0321,0.8178,0.7226,46.815,0.8901,10.0,0.740647693311928,989329.999999999,0.95508,2665.8445614708985,3400980000.0000005
1880,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,1.0,0.43549632569092706,287977.7,0.587201,191670.6397752326,74424640000.0
1881,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,2.0,0.524745702221255,259394.40000000002,0.740112,224581.6794811299,82164360000.0
1882,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,3.0,0.5886676948174067,236014.19999999995,0.816567,256296.44318011374,83907800000.00002
1883,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,4.0,0.6208953415545317,223144.69999999995,0.85539,275412.322138953,84667300000.00002
1884,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,5.0,0.6493642625603525,211442.0,0.884537,296059.4394680338,85270299999.99997
1885,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,6.0,0.666316585908364,203700.00000000006,0.902961,310062.8375061362,85591200000.00002
1886,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,7.0,0.6797153421076231,199827.99999999997,0.916671,318632.523970615,85868300000.00003
1887,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,8.0,0.6877174031803689,201690.00000000006,0.925952,317117.3583221773,86115799999.99992
1888,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,9.0,0.6964867069874998,209676.9999999999,0.933165,306766.59814858093,86179600000.00005
1889,1212.0,278.743,987.2128,0.2245,0.0262,0.6179,0.6807,58.827,0.3052,10.0,0.7032168579523357,202921.0000000003,0.939792,318616.6044914026,86404800000.00003
1890,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,1.0,0.4509810548548394,2607715.0,0.752246,7101.742329970875,30890620000.0
1891,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,2.0,0.5385032855088232,2113503.0000000005,0.89419,10086.207589958469,35397470000.0
1892,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,3.0,0.583695816427955,1862789.9999999995,0.944485,12162.890073491913,36661410000.0
1893,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,4.0,0.6031321648187123,1689558.0000000007,0.965135,13847.189620007119,37437800000.00001
1894,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,5.0,0.6160585663464546,1558340.9999999986,0.978923,15386.240880526166,38099699999.999985
1895,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,6.0,0.6265581475360498,1453473.0000000007,0.986799,16837.60207447953,38543800000.00001
1896,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,7.0,0.6305134753881149,1388070.0000000007,0.990772,17854.86322735883,38944600000.00001
1897,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,8.0,0.6353908607854734,1317339.9999999998,0.993927,19033.58282599785,39222200000.000015
1898,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,9.0,0.6383080495938463,1258289.9999999988,0.995702,20132.799275206868,39516999999.99999
1899,1299.25,73.394,821.2789,0.2962,0.0172,0.8373,0.7656,40.575,0.653,10.0,0.6439825809921003,1205780.0000000007,0.996556,21267.39537892483,39683499999.99998
1900,2404.25,171.733,144.7561,0.3227,0.0157,0.4392,0.635,43.869,0.6093,1.0,0.367159430630442,1577562.0,0.294031,5400.785515878299,6823101000.0
1901,2404.25,171.733,144.7561,0.3227,0.0157,0.4392,0.635,43.869,0.6093,2.0,0.4728279186497268,1466941.0000000002,0.454236,6816.215512416654,9605819000.0
1902,2404.25,171.733,144.7561,0.3227,0.0157,0.4392,0.635,43.869,0.6093,3.0,0.5517681594641489,1388601.0,0.530297,7665.751356941268,10230449999.999998
1903,2404.25,171.733,144.7561,0.3227,0.0157,0.4392,0.635,43.869,0.6093,4.0,0.6060340738251728,1339877.9999999998,0.581569,8216.718238526197,10564960000.000002
1904,2404.25,171.733,144.7561,0.3227,0.0157,0.4392,0.635,43.869,0.6093,5.0,0.64290482104837,1297913.0000000002,0.617317,8700.405959413301,10842929999.999996
