,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,0.825955,0.810592,1.02917,1.14411,0.941185,0.928384,1.12492,1.15635,1.18403,1.19418,1.29685,1.38789,1.22659,1.24937,1.50676,1.20203,1.46498,1.31644,1.40314,1.20318,1.00134,1.08666,0.930484,0.893064,0.808617,0.919777,0.625489,0.634905,0.759798,0.806744,0.979851,1.13331,0.757261,0.75036,0.591226,0.628462,0.484164,0.381765,0.559206,0.668987,0.809841,0.992244,1.10755,1.00138,0.877605,0.951754,0.474244,0.712449,0.630873,0.543323,0.423238,0.363093,0.583191,0.267929,0.550997,0.593113,0.719019,0.628566,0.649527,0.846164,0.745213,0.925415,1.00347,0.761341,0.948916,0.706804,0.610194,0.552139,0.437456,0.346512,0.360245,0.424481,0.421684,0.0728937,0.0955363,0.293971,0.319743,0.263419,0.500127,0.415015,0.155324,0.457008,0.748615,0.948406,1.29972,1.10627,1.09359,1.08558,1.03056,1.0203,1.24132,0.914411,1.05481,1.06991,0.994382,1.16416,0.934472,0.998206,0.900611,1.08208,0.725441,0.940294,0.642519,0.48116,0.580921,0.502329,0.393316,0.165866,0.76512,0.672068,0.700408,0.735928,0.436854,0.449419,0.322925,0.524365,0.509932,0.61154,0.347408,0.408234,0.122633,0.0421632,0.154571,0.331381,0.231077,0.160669,-0.0194778,0.309112,0.296037,0.296048,0.235283,0.00900718,0.196096,0.0428696,0.212174,0.444401,0.454413,0.647252,0.44241,0.19186,0.177185,0.451396,0.282946,0.239286,0.265671,0.615289,0.76987,0.45911,0.576648,0.488584,0.686237,0.452475,0.197986,0.239156,0.348536,0.209891,0.339379,0.0618026,-0.0664103,0.0180633,0.0820809,0.370062,0.411067,-0.0125022,0.204406,0.113444,0.115318,0.215064,0.573164,0.611952,0.453148,0.502421,0.760855,0.90376,0.928344,1.19752,1.09906,1.33115,0.852939,1.04146,0.834121,0.429541,0.658049,0.445542,0.769821,0.567383,0.824588,0.591074,0.777752,0.937224,1.30149,1.19665,1.38686,1.45223,1.28694,1.47301,1.19417,1.11141,1.07741,0.857939,0.509147,0.80345,1.13408,0.910405,0.714229,0.835139,0.654624,0.627149,0.600527,0.68141,0.64632,0.500523,0.590346,0.476939,0.602857,0.524333,0.53388,0.622525,0.766794,0.630903,0.88542,1.01238,1.26179,1.435,1.48378,1.31028,1.65861,1.57067,1.65867,1.1937,1.23265,1.2452,1.19037,0.993666,1.15969,0.959629,1.23449,0.996105,1.12745,0.966739,0.819495,1.07593,0.903415,0.68221,0.760051,1.01685,1.06615,1.281,1.02056,0.919691,0.822873,0.864333,1.00819,0.809339,0.776086,0.641879
1,0.960809,0.758432,0.791723,1.08759,1.04932,1.13957,1.08097,1.01616,1.238,1.39286,1.54413,1.11491,1.41811,1.37461,1.37136,1.49135,1.48303,1.44292,1.26251,1.04072,0.948535,0.753561,0.760977,0.8624,0.768379,0.821143,0.758444,0.790295,0.617225,1.04754,1.07265,1.31346,1.0568,0.732641,0.522151,0.560233,0.229759,0.27443,0.391866,0.752871,0.986287,0.996611,0.822161,0.998684,1.03817,0.964064,0.823873,0.619528,0.370185,0.490172,0.339944,0.227368,0.275042,0.391027,0.584654,0.684959,0.958437,0.766269,0.768944,0.759114,0.674701,0.762422,0.803622,0.758736,0.769914,0.783792,0.452801,0.68044,0.656668,0.599377,0.481451,0.304469,0.373901,0.505997,0.446648,0.125863,0.34208,0.371573,0.332086,0.424222,0.372586,0.738773,0.784831,0.878315,0.959476,1.29336,1.19536,1.11613,1.22123,1.15155,1.22765,1.22087,1.2163,1.1235,1.0935,0.797871,1.04983,1.03442,1.03356,1.16406,0.889521,0.852096,0.375599,0.621328,0.477761,0.553301,0.422724,0.511251,0.715217,0.606979,0.324771,0.652811,0.435243,0.596086,0.608191,0.624851,0.605665,0.659205,0.0748438,0.297414,0.100116,0.0367809,0.280952,0.510551,0.105671,0.259949,0.308194,0.27905,0.374419,0.257308,0.244987,0.184451,0.303832,0.393967,0.469541,0.39271,0.535295,0.723832,0.435931,0.424945,0.168966,0.315503,0.473727,0.136548,0.499999,0.529306,0.647946,0.599277,0.555856,0.520053,0.581019,0.290662,0.453426,0.457324,0.0586707,0.246427,0.0399123,0.00429885,0.303178,0.165648,0.258139,0.373174,0.336444,0.217045,0.39125,0.100048,0.225743,0.337207,0.386423,0.306979,0.510672,0.384642,0.610011,0.825758,1.10055,1.01485,1.28072,1.349,0.704703,0.756882,0.637963,0.765807,0.71102,0.784722,0.861982,0.601594,0.569499,0.742293,0.802461,1.24972,1.4692,1.1237,1.16461,1.39052,1.35635,1.13346,1.29188,1.20532,1.05223,0.857775,0.784191,0.925821,0.734767,1.06202,1.04612,0.797469,0.562249,0.59066,0.326506,0.493733,0.665745,0.523851,0.551707,0.504216,0.580622,0.564236,0.418856,0.597271,0.633585,0.732397,1.0321,0.880294,0.996575,1.38038,1.63407,1.54654,1.69932,1.54919,1.50114,1.39985,1.2148,1.07141,1.26012,1.08607,1.0636,0.750132,1.12973,1.08788,1.10873,1.13502,1.03272,0.943278,0.929044,0.748794,0.868525,1.00563,1.02985,0.925667,1.04458,0.889985,0.732258,1.03811,1.10258,0.883195,0.639462,0.635203
2,0.854037,0.806038,0.901375,0.966984,0.974887,1.09853,1.31561,1.09739,1.26044,1.36868,1.39176,1.40797,1.45781,1.51745,1.39297,1.43505,1.24861,1.49727,1.02496,1.04649,1.01648,0.73339,0.871152,0.920049,0.874423,0.812489,0.744619,0.65066,0.830954,0.997488,1.14155,1.2036,0.871223,0.832931,0.569111,0.429422,0.286838,0.329507,0.55843,0.878277,0.970937,0.978159,0.955605,0.789319,1.12202,0.733484,0.678287,0.701089,0.378525,0.509223,0.481497,0.640423,0.566528,0.465734,0.646651,0.754657,0.903404,0.922909,0.755329,0.713023,0.756682,0.616105,0.721687,0.692978,0.767553,0.462932,0.45548,0.535156,0.477764,0.611432,0.597536,0.36066,0.52352,0.292368,0.518538,0.585981,0.344686,0.336151,0.306805,0.305743,0.33315,0.594429,0.839079,1.03633,1.09435,1.2725,1.08829,1.13366,1.40882,0.893453,1.12357,1.10785,1.26706,1.13727,1.22716,0.942847,1.22126,0.853522,1.20528,1.25814,0.881063,0.75548,0.687169,0.64038,0.56825,0.517301,0.731754,0.386648,0.317874,0.670858,0.74596,0.573368,0.510287,0.511496,0.85683,0.528325,0.625293,0.783028,0.207921,0.251103,-0.11423,-0.0603621,0.104373,0.450143,0.442656,0.254703,0.442762,0.339403,0.503819,0.28935,0.287596,0.179431,0.253667,0.39261,0.360574,0.536517,0.558879,0.711643,0.601216,0.428287,0.325414,0.388617,0.492861,0.321437,0.577751,0.481182,0.606551,0.623376,0.574065,0.252903,0.405692,0.375379,0.249289,0.300708,-0.103603,0.371145,0.139586,0.207697,0.162148,0.172806,0.431822,0.160392,0.426173,0.14098,0.303542,0.39391,0.22892,0.307716,0.521333,0.775346,0.6393,0.597896,0.51661,0.570743,0.684408,0.923199,1.03793,1.15791,0.86408,0.977996,0.735095,0.484156,0.702469,0.501481,0.971628,0.525739,0.684644,0.882059,0.899097,1.25726,1.55955,1.2444,1.2373,1.25732,1.39237,1.21969,1.21774,1.27188,0.905344,1.1267,0.773912,0.527215,0.995752,1.0011,0.760602,0.762448,0.384869,0.588857,0.531716,0.286944,0.461716,0.580798,0.383106,0.375361,0.500709,0.465495,0.544257,0.812038,0.806613,0.848456,0.903191,0.779846,1.05906,1.6529,1.58927,1.77659,1.73513,1.84325,1.52997,1.50079,1.30308,1.20069,1.25013,1.04091,0.974761,0.988006,1.03363,0.983643,1.08475,0.847897,0.954384,0.991317,1.12456,0.898328,0.890483,1.13463,0.948874,0.801525,1.03515,1.10694,0.979485,1.11439,1.0825,0.943281,0.758258,0.664337
3,0.893964,0.464389,0.884609,0.953544,0.884391,1.25381,1.33069,1.17424,1.22613,1.52793,1.47853,1.49521,1.56581,1.29385,1.41573,1.48527,1.35994,1.12585,1.29453,0.975564,1.24717,0.958745,1.13334,0.974155,1.04155,0.929765,0.978045,0.986895,0.888398,0.84009,1.23603,1.08278,0.72688,0.656453,0.672187,0.649354,0.375692,0.311735,0.563562,0.841909,0.886426,1.1238,0.815225,0.933755,0.804126,0.781955,0.55596,0.627927,0.414131,0.368374,0.290302,0.648788,0.606401,0.474023,0.644163,0.874195,0.745888,0.681635,0.863053,0.695452,0.784896,0.664157,0.651425,0.697771,0.648948,0.643035,0.357252,0.461898,0.482852,0.545902,0.46471,0.587677,0.346649,0.509152,0.60176,0.489824,0.636573,0.509613,0.415503,0.429825,0.733325,0.747828,1.02977,0.907894,0.910545,1.14002,1.12048,1.35446,1.09515,1.13803,1.03399,1.16589,1.04598,1.2475,1.18089,1.29999,1.07435,1.06855,0.712354,0.866021,0.517902,1.00233,0.773202,0.667423,0.508535,0.661212,0.716359,0.394519,0.432647,0.47729,0.651625,0.673892,0.779997,0.424083,0.574225,0.577746,0.52019,0.39768,0.249316,0.0962758,-0.00281015,0.0853018,0.357827,0.303707,0.503903,0.357679,0.445576,0.349765,0.527745,0.197939,0.3056,0.575448,0.496334,0.396805,0.510131,0.149739,0.485597,0.572443,0.674215,0.560957,0.535346,0.576077,0.508084,0.381384,0.410872,0.528455,0.518394,0.759569,0.476278,0.525292,0.279653,0.270434,0.138693,0.221228,0.205327,0.546781,0.168245,-0.00811157,0.122977,0.177094,0.338527,0.305042,0.337634,0.273272,0.365616,0.150242,0.119218,0.414942,0.490949,0.309576,0.386069,0.613097,0.765579,0.832235,0.662417,0.971676,1.03503,0.975249,0.96266,0.561336,0.560544,0.739177,0.654494,0.526039,0.970646,0.431849,0.849763,1.05016,1.12416,1.15292,1.42259,1.38387,1.20883,1.40103,1.22351,1.29974,1.25237,1.2004,0.881298,0.896461,1.19997,0.496646,1.08962,0.965658,1.05598,0.642609,0.540472,0.561547,0.464119,0.478444,0.514886,0.503866,0.106373,0.413651,0.503447,0.767163,0.692476,0.682128,0.688201,0.91562,0.828953,0.866911,0.948001,1.37337,1.51621,1.77669,1.66615,1.68841,1.65867,1.51456,1.54627,1.21566,1.19215,1.37598,0.872358,0.916072,0.868227,0.724421,1.08961,0.96354,0.803973,1.04935,0.846036,0.974618,0.837702,0.946506,0.945167,0.967891,0.889566,1.00281,0.829729,1.09701,0.856172,0.679349,0.77859,0.676847
4,0.661317,0.669353,0.766854,1.01023,0.862033,0.820024,1.36981,1.21965,1.31281,1.40306,1.45917,1.63154,1.60668,1.31895,1.29326,1.38457,1.22058,1.38549,1.22357,1.07713,1.13203,1.25738,1.06278,0.901371,0.794822,1.112,0.99216,0.773707,0.943757,0.760197,0.837064,1.11796,0.897301,0.614381,0.640528,0.668735,0.672028,0.327056,0.281135,0.504289,0.94504,0.936444,0.854608,0.906683,0.536346,0.757504,0.784508,0.849955,0.466425,0.557408,0.410765,0.599828,0.683974,0.333585,0.608299,0.684199,0.751384,0.890822,0.750079,0.672214,0.744049,0.590772,0.541154,0.717182,0.722756,0.681029,0.66948,0.57731,0.415373,0.415183,0.656062,0.791559,0.535495,0.716539,0.547905,0.490664,0.638829,0.685706,0.564762,0.610717,0.684513,0.828855,0.865745,0.946264,0.922181,1.08564,1.10703,1.02712,1.12647,1.19095,1.14653,1.10697,1.13539,0.98913,1.26209,1.16332,0.878713,0.971642,0.928649,0.919761,0.75372,0.850831,0.83964,0.672125,0.56086,0.703908,0.671252,0.538443,0.327418,0.610227,0.763131,0.739722,0.632004,0.711137,0.663928,0.516642,0.20945,0.340294,0.373877,0.133251,0.190464,0.162493,0.29387,0.254533,0.149025,0.312801,0.221664,0.342938,0.264391,0.255354,0.227388,0.427638,0.29955,0.719061,0.537926,0.173765,0.403477,0.642693,0.518248,0.676237,0.63161,0.489816,0.432209,0.14379,0.661232,0.513068,0.487983,0.825843,0.47756,0.516468,0.276702,0.0831815,-0.0616654,0.159351,0.192152,0.451312,0.172311,0.130473,0.00859791,0.396802,0.354659,0.153174,0.404092,0.239331,0.294132,0.358503,0.389099,0.12272,0.472528,0.364342,0.346856,0.645124,0.624847,0.866266,0.623421,1.0243,0.998746,0.792496,1.02781,0.741375,0.424189,0.95128,0.831992,0.721482,0.681687,0.78752,0.569699,0.889476,0.975903,1.0741,1.24169,1.39346,1.21799,1.16933,1.32764,1.29545,1.18349,0.965307,0.881,0.846763,0.771149,0.47018,0.77506,0.887412,0.943482,0.674985,0.575889,0.544626,0.527841,0.323849,0.424725,0.392866,0.182466,0.28203,0.716945,0.800488,0.570718,0.843532,1.0529,1.11917,1.10457,1.13821,1.21759,1.45481,1.38062,1.7168,1.65311,1.47602,1.74271,1.53615,1.62962,1.02538,1.29913,0.942238,1.14192,0.632402,1.02099,0.664152,0.782137,0.941449,0.90576,1.23707,0.957038,0.899728,1.00726,1.13099,0.951546,1.01574,1.10212,0.824265,0.679745,0.820113,0.748263,0.534912,0.523237,0.757799
5,0.765457,0.601091,0.625582,0.885877,0.936044,1.01155,1.36503,1.35392,1.10156,1.53468,1.65901,1.51724,1.77463,1.6671,1.35759,1.45612,1.61502,1.45562,1.36044,1.31574,1.15769,1.29367,1.20908,0.892759,0.980846,0.67057,0.77516,0.798265,0.979302,0.865386,1.31588,0.85792,0.922111,0.650469,0.651501,0.775648,0.847881,0.524356,0.523374,0.616879,0.768126,0.719757,0.840678,1.01845,0.893972,1.00664,0.84322,0.561445,0.514925,0.421132,0.410747,0.618863,0.564848,0.307278,1.02242,0.655017,0.545432,0.668516,0.562952,0.792381,0.722468,0.796089,0.781507,0.647905,0.702472,0.823289,0.507982,0.43752,0.40722,0.731809,0.540506,0.637617,0.589001,0.651323,0.73266,0.568979,0.672711,0.466179,0.446069,0.753584,0.784138,0.713697,0.896086,0.90277,0.954733,0.918198,1.12554,1.29715,1.30644,1.34014,1.19904,1.04522,0.983377,1.11545,1.04417,1.00545,1.00502,0.94295,0.755718,0.719993,1.0304,0.82132,0.973599,0.861741,0.506307,0.398341,0.405442,0.420976,0.307634,0.2856,0.75547,0.703416,0.416605,0.541962,0.574261,0.717377,0.26254,0.369942,0.31356,-0.00925603,0.0905017,-0.0207012,0.198839,0.357305,0.227931,0.244642,0.27875,0.214166,0.186308,0.213968,0.422229,0.294205,0.306596,0.436364,0.454728,0.157117,0.307205,0.415714,0.462535,0.444303,0.861269,0.582025,0.229074,0.475467,0.569235,0.434697,0.674257,0.685936,0.677016,0.0550976,0.136635,-0.0285823,-0.09337,0.085798,0.0904401,-0.0204156,0.0365995,0.263827,0.293897,0.321007,0.258962,0.27292,0.17529,0.369435,0.188687,0.0916608,0.223292,0.31074,0.467618,0.177875,0.406206,0.137001,0.516478,0.518406,0.719229,1.01176,0.991728,0.799756,0.535848,0.80721,0.998646,0.553929,0.490924,0.646018,0.55244,0.616057,0.603719,0.94255,1.0137,1.07067,1.45615,1.04591,1.30668,1.08148,1.20909,1.20236,1.13007,1.00375,0.704365,0.813923,0.874166,0.640252,0.738402,0.656374,0.935187,0.739188,0.534019,0.686163,0.635865,0.293225,0.419248,0.215078,0.426317,0.509516,0.557048,0.799718,0.790106,0.773241,0.817364,0.936049,1.0215,1.00616,1.10527,1.49672,1.71103,1.74824,1.73614,1.58887,1.6156,1.7253,1.50644,1.00841,0.988298,1.16135,1.15304,0.90903,1.02425,0.810188,0.810087,0.865042,0.940996,1.24698,0.906342,0.945753,1.03618,1.0877,0.891855,1.07663,0.929274,0.711004,0.645958,1.00122,0.760008,0.633139,0.940436,0.697794
6,0.694164,0.554014,0.6465,0.845927,0.823161,0.929539,1.0449,1.25264,1.36118,1.61854,1.71269,1.69489,1.66724,1.87984,1.48315,1.40512,1.62274,1.42914,1.15843,1.2567,1.06271,1.49221,1.44513,1.24162,1.0196,0.657202,0.820901,0.834138,0.999701,1.1502,1.14068,0.933033,0.919137,0.814273,0.810937,0.7141,0.736965,0.628003,0.780916,0.664216,0.497761,0.930104,1.15168,1.15585,0.920378,0.626483,0.667666,0.606477,0.573012,0.524448,0.734093,0.699504,0.975623,0.489557,0.631514,0.522795,0.713615,0.597186,0.837182,0.972796,0.698667,0.83348,0.907925,0.686794,0.641345,0.525254,0.436662,0.332193,0.30056,0.706679,0.557822,0.586905,0.704783,0.502156,0.457516,0.532762,0.643844,0.505955,1.04707,0.862496,0.773241,0.797768,1.17033,0.92139,1.06373,1.15987,1.05339,0.959624,1.2496,1.04091,1.20315,1.02585,1.16361,1.05817,1.0006,0.794454,1.02998,0.638476,0.740611,0.773503,1.24742,1.12285,0.876223,0.883963,0.38393,0.49801,0.48698,0.330085,0.337681,0.324669,0.753983,0.568535,0.578067,0.729143,0.496489,0.497671,0.140204,0.406342,0.247194,-0.0336749,-0.101923,-0.134115,-0.0273029,0.148438,0.207678,0.185469,0.206312,0.0928714,0.160688,0.098962,0.422027,0.244708,0.403898,0.441544,0.43989,0.256607,0.311396,0.27287,0.170993,0.40159,0.914248,0.598981,0.411038,0.640316,0.360841,0.634167,0.417109,0.508539,0.90245,0.413975,-0.0347389,0.0168333,-0.0172819,-0.250598,-0.0388284,0.0915228,0.0391014,0.20643,0.330237,0.514117,0.46605,0.452016,0.17568,0.23671,-0.0601007,0.272145,0.196992,0.481457,0.216538,0.568477,0.0858811,0.359826,0.298893,0.54365,0.751662,0.986166,0.843389,0.889891,0.637117,0.538341,0.743564,0.645569,0.558468,0.594808,0.599163,0.494765,0.588269,0.880561,0.867123,1.05418,1.24032,1.18647,1.07726,0.988382,1.07009,1.1168,0.989772,0.802623,0.80341,0.756168,0.64318,0.348345,0.486625,0.586791,0.770613,0.607693,0.656841,0.432605,0.62548,0.641315,0.549106,0.436576,0.577663,0.492305,0.725576,0.744913,0.852507,0.676107,0.90246,0.965354,1.03629,1.22317,1.58355,1.28604,1.5776,1.80651,1.80959,1.47789,1.62299,1.68304,1.69606,1.29306,1.21978,0.954218,1.00024,0.976131,0.827195,0.736094,0.737011,0.971354,1.04953,1.08685,1.14505,0.764229,0.841339,1.15324,1.02436,1.16585,1.00158,0.956517,0.445678,0.673634,0.721169,0.769448,0.734625,0.564525
7,0.696985,0.81753,0.536425,0.533565,0.80352,0.853817,1.30527,1.36476,1.59765,1.56245,1.73536,1.70163,1.62447,1.76282,1.51287,1.37556,1.90259,1.43032,1.28061,1.25079,1.26911,1.37832,1.0979,1.47323,1.16595,1.05449,0.889629,0.96707,1.2202,1.18839,1.49457,1.14726,0.934408,0.943692,0.721886,0.981217,0.787983,0.662567,0.720756,0.807177,0.520833,0.812825,1.08784,0.954671,0.811564,0.755287,0.873754,0.481836,0.660345,0.631831,0.58597,0.838372,1.0211,0.645699,0.655567,0.613443,0.651022,0.800529,0.871778,0.660787,0.785692,0.678727,0.65619,0.722489,0.364141,0.440489,0.67074,0.204066,0.473843,0.896366,0.920042,0.81492,0.740697,0.494849,0.644456,0.825976,0.863183,0.707255,1.02826,0.910604,0.870052,0.9154,0.888395,1.00828,1.2224,1.13093,1.13973,1.05557,1.29644,1.24676,1.08602,0.932725,1.16942,1.15601,0.988533,0.789983,1.08255,0.79878,0.853897,0.848545,1.13607,0.995877,0.884197,0.845095,0.711853,0.5048,0.200325,0.349959,0.496914,0.381838,0.353383,0.350199,0.59284,0.761051,0.761146,0.129704,0.251189,0.169774,0.0861302,0.028102,-0.292754,-0.132247,-0.172281,0.262897,0.289198,0.524073,0.406198,0.427339,0.336664,0.413361,0.49482,0.352078,0.498043,0.375552,0.395527,0.280804,0.311538,0.353487,0.362144,0.653873,0.729939,0.551578,0.572157,0.654021,0.54882,0.522005,0.471242,0.682632,0.794741,0.540434,0.0852867,-0.0704957,-0.0154265,-0.342792,-0.105129,-0.0531391,0.149168,0.29328,0.202401,0.597466,0.631513,0.505703,0.399062,0.495061,0.358081,0.364313,0.461435,0.486866,0.178084,0.315902,0.320272,0.29251,0.446891,0.286028,0.691712,0.919549,0.967432,0.743571,0.773599,0.9476,0.671148,0.526297,0.512105,0.461123,0.631237,0.713479,0.747483,0.81215,0.979367,0.948277,1.05698,1.22041,1.12922,1.01889,1.15882,1.14362,0.988697,0.941619,0.773071,0.958283,0.689048,0.51424,0.78477,0.595307,0.603882,0.52122,0.46035,0.812125,0.703214,0.735615,0.404895,0.63344,0.590301,0.575939,0.616683,0.781676,1.19448,0.876534,1.0284,1.01707,1.25518,1.11017,1.47911,1.58656,1.50697,1.71069,1.59309,1.64736,1.66119,1.65221,1.47269,1.35209,1.37145,1.39471,1.37388,0.935997,1.08417,0.761257,0.680463,0.773462,0.987104,1.09716,0.948758,0.939514,0.939631,0.995212,0.981957,1.0911,0.884383,0.719515,0.965249,0.79886,0.600599,0.70606,0.718427,0.937086
8,0.729733,0.549354,0.524431,0.586854,0.897844,1.21059,1.30202,1.33699,1.4362,1.50895,1.44799,1.60039,1.51935,1.72224,1.5059,1.36405,1.53487,1.54914,1.30506,1.42569,1.21407,1.50619,1.28246,1.41811,1.18348,1.24554,1.02209,0.974279,1.0835,1.35379,1.52436,0.992196,1.00939,1.04235,1.13551,0.913753,0.718362,0.836365,0.890278,0.827061,0.804872,0.632869,0.694668,0.925972,0.801798,0.744877,0.51222,0.709818,0.801868,0.865084,0.730945,0.894589,0.966115,0.772537,0.977544,0.382907,0.518328,0.663859,0.581413,0.792798,1.05017,0.950977,0.87241,0.673983,0.406083,0.429131,0.329466,0.613725,0.531063,0.658372,0.890153,0.870688,0.680274,0.625987,0.846296,0.485344,0.758603,0.807574,1.04351,1.11718,0.955129,0.894113,0.860116,1.18374,1.18812,1.46297,1.12056,1.21202,1.58871,1.34853,1.2935,1.06023,1.09276,0.912451,0.938399,0.91739,0.828298,1.1163,0.695906,1.10043,1.04849,1.00945,0.913752,0.923978,0.393859,0.53654,0.418573,0.577053,0.4654,0.554942,0.615316,0.959854,0.577283,0.797204,0.778892,0.289672,0.0359926,0.0267102,-0.00495507,0.211804,0.0181663,-0.164715,-0.0633911,0.417643,0.374523,0.286579,0.324415,-0.0150885,0.505055,0.31826,0.345334,0.534434,0.490701,0.276179,0.445641,0.150018,0.301422,0.184026,0.512199,0.521502,0.519387,0.93088,0.402517,0.702474,0.545887,0.352085,0.380252,0.320585,0.720477,0.367695,0.368863,0.126307,-0.128859,0.0953985,0.101503,0.0656504,0.0452967,0.242023,0.397994,0.429258,0.54709,0.3471,0.444895,0.443168,0.341417,0.237365,0.243775,0.335744,0.356734,0.275488,0.263472,0.245653,0.167024,0.413956,0.8159,0.724518,0.939554,0.847116,0.724392,0.748429,0.563495,0.497641,0.418458,0.459109,0.534544,0.637798,0.582854,0.921581,1.18765,0.899959,1.08718,1.29599,1.21878,1.08018,1.13655,1.06523,0.997973,0.825227,0.551428,0.803077,0.735237,0.702435,0.794269,0.677172,0.410686,0.0667234,0.468019,0.842969,0.695421,0.603737,0.344088,0.493485,0.624046,0.790091,0.650694,0.780741,0.81176,1.0925,1.07691,0.89658,1.16641,1.02966,1.56877,1.33924,1.50378,1.49919,1.50818,1.69249,1.8231,1.62366,1.61896,1.46191,1.24123,1.3409,1.26552,1.08412,0.978209,0.770196,0.893103,1.06361,0.801961,0.815153,1.02999,0.940555,1.0275,0.820789,0.890542,1.12556,0.81491,0.63271,0.831083,0.749396,0.68171,0.657362,0.8135,0.731312
9,0.611812,0.558674,0.629952,0.527048,0.524387,0.864524,1.2846,1.39461,1.64033,1.51042,1.6623,1.49,1.8101,1.64391,1.52779,1.50394,1.6112,1.37595,1.32412,1.37347,1.452,1.50527,1.29452,1.02854,1.32651,1.19357,1.14703,0.86371,1.07484,1.49558,1.26932,1.10662,0.963797,0.927475,1.01486,0.820004,0.973657,1.11857,0.756001,0.966259,0.614926,0.739177,0.820084,0.656874,0.802566,0.757427,0.507245,0.735612,0.643217,0.677568,0.9307,0.699928,0.983124,0.811287,0.700993,0.581027,0.537541,0.55494,0.671295,0.955478,0.792139,0.73913,0.870508,0.904296,0.577089,0.590897,0.43461,0.460294,0.799892,0.938986,0.96482,1.04771,0.780753,0.677297,0.728371,0.649078,0.663583,0.690394,1.125,1.26257,1.27861,1.325,1.26231,1.14357,1.13399,1.26653,1.1602,1.11919,1.54391,1.49466,1.40624,0.915071,1.09153,0.90768,0.949786,0.999682,1.13555,1.2385,0.833355,0.942015,1.00208,0.817141,0.968664,0.704019,0.680272,0.603015,0.456143,0.543818,0.345451,0.32213,0.532762,0.733673,0.641844,0.831401,0.742346,0.459171,0.03575,0.0106241,0.0661636,0.172197,-0.102848,-0.0957928,0.172216,0.360464,0.26986,0.241878,0.321709,0.492216,0.609654,0.573976,0.382736,0.426028,0.5152,0.186821,0.469831,0.275488,0.359201,0.22892,0.394391,0.332024,0.553524,0.890817,0.573262,0.511804,0.590444,0.619368,0.412449,0.443772,0.591282,0.546433,0.469073,0.327126,-0.0849128,0.0718762,0.127444,0.0333402,0.285382,0.216096,0.177299,0.490687,0.531703,0.291746,0.340527,0.324825,0.21907,0.277933,0.270132,0.140383,0.338635,0.53079,0.212802,0.370648,0.242778,0.565336,0.803937,0.989723,1.1428,0.763183,0.700836,0.61837,0.663072,0.819976,0.537903,0.702882,0.611639,0.744466,0.751134,0.969298,0.953538,1.14485,1.09677,0.856431,1.26169,1.19253,0.937001,0.751619,0.688766,0.626711,1.01631,0.666536,0.579157,0.572848,0.626995,0.466888,0.344287,0.390298,0.437723,0.610267,0.502657,0.585384,0.392908,0.599282,0.720265,0.627973,0.826688,1.08486,0.999742,0.899765,1.13475,1.14306,1.15289,1.32716,1.49362,1.30004,1.27956,1.69915,1.75502,1.59226,1.96975,1.74707,1.29268,1.36503,1.59239,1.32822,1.44367,1.13007,1.02909,0.590693,0.598255,0.726607,0.772719,0.917569,0.662262,0.890988,0.965939,0.877394,0.724941,0.964438,0.84591,0.559632,0.81339,0.72786,0.509645,0.593648,0.708478,0.784661
